Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
11,"My offer is this... Nothing. Not even the fee for the gaming license, which I would like you to put up. Good afternoon, gentlemen. Ladies! I didn't know you were out here. -Honey, we have to go. -Really? I'm sorry. -It's been delightful. -It was our pleasure. It was wonderful talking to you. Fredo! Fredo, you son-of-a-bitch, you look great! Frank Pentangeli! I thought you was never coming out west, you big bum! I've got to check on my boys. -What's with the food here? -What's the matter?",39.3,88,My offer is this Nothing Not even fee for gaming license which I would like you to put up Good afternoon gentlemen Ladies I did not know you were out here we have to go -Really I am sorry is been delightful was our pleasure It was wonderful talking to you you son of bitch you look great I thought you was never coming out west you big bum I have got to check on my boys -What is with food here -What is matter,admiration
12,"A kid gives me a Ritz cracker with chopped liver and says, ""canapés"". I said, ""Can of peas, my ass. That's a Ritz cracker and chopped liver!"" Bring out the peppers and sardines! Seeing you reminds me of New York in the old days! You remember Willi Cicci, who was with old man Clemenza in Brooklyn? We were all upset about that. Heart attack, huh? No, that was no heart attack. That's what I'm here to see your brother Mike about. -But what's with him? -What do you mean? Do I have to get a letter of introduction to get a sit-down? -You can't get in to see Mike? -He's got me waiting in a lobby! -Johnny Ola. -Al Neri. -Do you know my lawyer Tom Hagen? -I remember Tom from the old days.",55.2,134,kid gives me cracker with chopped liver and says I said Can of peas my ass That is cracker and chopped liver Bring out peppers and sardines Seeing you reminds me of in old days You remember who was with old man in We were all upset about that Heart attack No that was heart attack That is what I am here to see your brother about -But what is with him -What do you mean Do I have to get letter of introduction to get sit down can not get in to see is got me waiting in lobby you know my lawyer remember from old days,neutral
13,"Rocco. -What's this? -It's an orange from Miami. Take care of Johnny's men. They look like they might be hungry. Johnny? Tom won't stay. He only handles specific areas of the business. Sure, Mike. -What are you drinking, Johnny? -Anisette. -If you need anything, I'll be outside. -Just tell Rocco we're waiting, Tom. -I just left Mr. Roth in Miami. -How is his health? It's not good. Can I do anything or send anything? He appreciates your concern, Michael, and your respect. That casino...",39.8,84,is this is orange from Take care of 's men They look like they might be hungry will not stay He only handles specific areas of business Sure are you drinking you need anything I will be outside tell we are waiting just left in is his health It is not good Can I do anything or send anything He appreciates your concern and your respect casino,neutral
14,"Registered owners. Jacob Lawrence, Allan Barclay. Beverly Hills attorneys. The real owners are the old Lakeville Road group and our friend in Miami. Klingman runs it and owns a piece of it too, but I've been instructed to tell you that if you move him out, our friend in Miami will go along. It's very kind of him. Tell him it's greatly appreciated. Hyman Roth always makes money for his partners. One by one, our old friends are gone. Death, natural or not, prison, deported... Only Hyman Roth is left, because he always made money for his partners. I can't believe it! Out of 30 professional musicians there isn't one Italian! Let's have a tarantella!",51.9,115,Registered owners attorneys real owners are old group and our friend in runs it and owns piece of it too but I have been instructed to tell you that if you move him out our friend in will go along It is very kind of him Tell him it is greatly appreciated always makes money for his partners by our old friends are gone Death natural or not prison deported Only is left because he always made money for his partners I can not believe it Out of professional musicians there is not Italian Let us have tarantella,admiration
15,"You! Up, up, up! Questa mano! Questa mano! What the hell have we here? -I'll see my sister alone. -It concerns me too. May I stay? How are you, honey? You've met Merle, he was with me in Vegas. -I saw him with you. -Could I have a drink? Al, please get him a drink! We're going to Europe. I'd like to book passage on The Queen. Why don't you go to a travel agent? We're getting married first. The ink on your divorce isn't dry yet, and you're getting married? You see your children on weekends.",40.800000000000004,97,You Up up up mano mano What hell have we here will see my sister alone concerns me too May I stay How are you honey You have met he was with me in saw him with you I have drink please get him drink We are going to I would like to book passage on Why do not you go to travel agent We are getting married first ink on your divorce is not dry yet and you are getting married You see your children on weekends,neutral
16,"Your oldest boy was picked up in Reno for a theft you don't even know about. You fly around the world with men who use you! -You're not my father! -So why come to me? I need money. Connie, Connie, Connie... I want to be reasonable with you. Why don't you stay with the family? You can live on the estate with your kids. You won't be deprived of anything. I don't know this Merle. I don't know what he does or what he lives on. Tell him marriage is out of the question and you don't want to see him anymore. He'll understand, believe me. Connie.",41.2,107,Your oldest boy was picked up in for theft you do not even know about You fly around world with men who use you -You are not my father why come to me I need money I want to be reasonable with you Why do not you stay with family You can live on estate with your kids You will not be deprived of anything I do not know I do not know what he does or what he lives on Tell him marriage is out of question and you do not want to see him anymore He will understand believe me,neutral
17,"If you don't listen to me and marry this man, you'll disappoint me. -Famiglia! -Cent' anni! What's ""Chen dannay""? ""Cent' anni"". It means 100 years. It means we should all live happily for 100 years. The family. -It would be true if my father were alive. -Connie. Hey... Merle, you've met my sister-in-law, Deanna. -Fredo's wife. -My pleasure. With all respect, I didn't come here to eat dinner! I know, I know. -I just want to dance! -You're falling all over the floor.",41.0,83,If you do not listen to me and marry man you will disappoint me -Cent anni What is dannay Cent anni It means years It means we should all live happily for years family would be true if my father were alive Hey you have met my sister in law 's wife -My pleasure With respect I did not come here to eat dinner I know I know just want to dance are falling all over floor,disappointment
18,"You're justjealous because he's a real man! -I'm going to belt you right in the teeth. -You couldn't belt your mama! These Dagos are crazy when it comes to their wives. Michael says that if you can't take care of this, I have to. -I think you'd better. -Never marry a Wop. They treat their wives like shit! I didn't mean to say Wop. Don't! What are you doing to me, you big slob? Help! Fredo! -I can't control her, Mikey. -You're my brother, don't apologize. Clemenza promised the Rosato brothers three territories after he died. You took over and didn't give it to them. I welched. Clemenza promised them lu cazzo. He promised them nothing.",46.699999999999996,116,You are justjealous because he is real man am going to belt you right in teeth could not belt your mama are crazy when it comes to their wives says that if you can not take care of this I have to -I think you would better -Never marry They treat their wives like shit I did not mean to say Do not What are you doing to me you big slob Help can not control her are my brother do not apologize promised brothers territories after he died You took over and did not give it to them I welched promised them cazzo He promised them nothing,anger
19,"-He hated them more than I do. -Frankie, they feel cheated. You're sitting up in the Sierra Mountains and you're drinking... -What's he drinking? -Champagne. Champagne cocktails, and passing judgment on how I run my family. Your family's still called Corleone. And you'll run it like a Corleone. My family doesn't eat here, doesn't eat in Las Vegas... ...and doesn't eat in Miami... ...with Hyman Roth! You're a good old man and I like you. You were loyal to my father for years. The Rosato brothers are taking hostages. They spit right in my face, all because they're backed up by that Jew in Miami.",45.3,105,hated them more than I do they feel cheated You are sitting up in and you are drinking -What is he drinking -Champagne cocktails and passing judgment on how I run my family Your family 's still called And you will run it like My family does not eat here does not eat in and does not eat in with You are good old man and I like you You were loyal to my father for years brothers are taking hostages They spit right in my face all because they are backed up by in,anger
20,"I know. That's why I don't want them touched. -Not touched? -No, I want you to be fair with them. You want me to be fair with them? How can you be fair to animals? Tom, listen. They recruit spics, they recruit niggers. They do violence in their grandmothers' neighborhoods! And everything with them is whores! Andjunk, dope! And they leave the gambling to last. I want to run my family without you on my back. I want those Rosatos dead! -No. -Morte. I have business that's important with Hyman Roth. I don't want it disturbed. Then you give your loyalty to a Jew before your own blood. You know my father did business with Hyman Roth. He respected him. Your father did business with Hyman Roth, he respected Hyman Roth,",56.599999999999994,131,I know That is why I do not want them touched touched I want you to be fair with them You want me to be fair with them How can you be fair to animals listen They recruit spics they recruit niggers They do violence in their grandmothers ' neighborhoods And everything with them is whores Andjunk dope And they leave gambling to last I want to run my family without you on my back I want dead I have business that is important with I do not want it disturbed Then you give your loyalty to before your own blood You know my father did business with He respected him Your father did business with he respected,neutral
21,"but he never trusted Hyman Roth or his Sicilian messenger boy, Johnny Ola. You'll have to excuse me. I'm tired, and I'm a little drunk! I want everybody here to know, there's not going to be no trouble from me! Don Corleone. Cicci, the door... You want him to leave now? Let him go back to New York. I've already made my plans. The old man had too much wine. It's late. How's the baby? -Sleeping inside me. -Does it feel like a boy? Yes, it does, Michael.",42.0,88,but he never trusted or his Sicilian messenger boy You will have to excuse me I am tired and I am little drunk I want everybody here to know there is not going to be trouble from me door You want him to leave now Let him go back to I have already made my plans old man had too much wine It is late How is baby -Sleeping inside me -Does it feel like boy Yes it does,neutral
22,"Kay? I'm sorry about all the people today. Bad timing. It couldn't be helped, though. It made me think of what you once told me. "" In five years the Corleone family will be completely legitimate. "" That was seven years ago. I know. I'm trying, darling. Did you see this? Why are the drapes open? Kay, are you all right? -Are you hit? -No. It's all right. Stop! Stop!",36.3,70,I am sorry about people today Bad timing It could not be helped though It made me think of what you once told me In years family will be completely legitimate That was years ago I know I am trying darling Did you see this Why are drapes open are you all right -Are you hit It is all right Stop Stop,grief
23,"Halt! They're still on the property. Please stay inside. -Keep them alive. -We'll try. Alive! Stay by the door. Yeah, come in. -Mike, are you all right? -Yeah. There's a lot I can't tell you, Tom. And I know that's upset you in the past. You felt it was because of some lack of trust or confidence. But it's because I admire you and love you that I kept things secret from you. Now you're the only one I can trust.",37.0,81,Halt They are still on property Please stay inside -Keep them alive -We will try Alive Stay by door Yeah come in are you all right -Yeah There is lot I can not tell you And I know that is upset you in past You felt it was because of lack of trust or confidence But it is because I admire you and love you that I kept things secret from you Now you are only I can trust,caring
24,"Fredo? Well, he's got a good heart. But he's weak and he's stupid, and this is life and death. Tom, you're my brother. I always wanted to be thought of as a brother by you, Mikey. A real brother. I know that. You're going to take over. You're going to be the Don. If what I think has happened, has happened, I'm leaving here tonight. I give you complete power. Over Fredo and his men. Rocco, Neri, everyone. I'm trusting you with the lives of my wife and my children, the future of this family. -If we catch them, will we find out... -We won't catch them.",47.0,107,Well he is got good heart But he is weak and he is stupid and this is life and death you are my brother I always wanted to be thought of as brother by you real brother I know that You are going to take over You are going to be If what I think has happened has happened I am leaving here tonight I give you complete power Over and his men everyone I am trusting you with lives of my wife and my children future of family we catch them will we find out will not catch them,anger
25,"Unless I'm very wrong, they're dead already. They were killed by somebody close to us. Inside. Very, very frightened that they botched it. You don't think that Rocco and Neri had something to do with this? See... All our people are businessmen. Their loyalty is based on that. One thing I learned from Pop was to try to think as people around you think. On that basis, anything is possible. Mike, they're dead! Right outside my window! I want to get out of here. They're lying there dead! Over here! There's two of them. Looks like they were hired out of New York. I don't recognize them.",46.2,107,Unless I am very wrong they are dead already They were killed by somebody close to us Inside Very very frightened that they botched it You do not think that and had something to do with this See All our people are businessmen Their loyalty is based on that thing I learned from was to try to think as people around you think On basis anything is possible they are dead Right outside my window I want to get out of here They are lying there dead Over here There is of them Looks like they were hired out of I do not recognize them,realization
26,"Won't get anything out of them now. Fish them out. Get rid of the bodies. -Where's Mike? -Rocco. Anthony, everything is going to be all right. Try to sleep. -Did you like your party? -I got lots of presents. I know. Did you like them? Yeah. I didn't know the people who gave them to me. Well, they were friends. -Did you see my present for you? -It was on my pillow. I'm going to be leaving very early tomorrow. -Will you take me? -No, I can't, Anthony. -Why do you have to go? -I have to do business.",46.4,99,Will not get anything out of them now Fish them out Get rid of bodies is everything is going to be all right Try to sleep you like your party got lots of presents I know Did you like them Yeah I did not know people who gave them to me Well they were friends you see my present for you was on my pillow I am going to be leaving very early tomorrow -Will you take me I can not -Why do you have to go -I have to do business,neutral
27,"I could help you. I know. Some day you will. Get some sleep. She's really beautiful. You've got to see her. Wait till you see her. Words can't describe her. I left Naples. I left Mama. For a no-good tramp! Now here I am in America, in New York. Alone! Thinking of my mother. Without news from home. Finally, a letter from Naples! Vito, how do you like my little angel? Isn't she beautiful? She's very beautiful.",37.4,77,I could help you I know day you will Get sleep She is really beautiful You have got to see her Wait till you see her Words can not describe her I left I left For no good tramp Now here I am in in Alone Thinking of my mother Without news from home Finally letter from how do you like my little angel Is not she beautiful She is very beautiful,admiration
28,"To you, she's beautiful. For me, there's only my wife and son. Our dear mother - ...is dead! We'll go backstage later and take her to eat. Sit down, you bum! Oh, excuse me, Don Fanucci. We'll go see her backstage. Who was that? The Black Hand. That's Fanucci...the Black Hand. We'll talk about it tomorrow. Tomorrow! Always tomorrow! You'll pay me today!",28.6,63,To you she is beautiful For me there is only my wife and son Our dear mother is dead We will go backstage later and take her to eat Sit down you bum Oh excuse me We will go see her backstage Who was that That is We will talk about it tomorrow Tomorrow Always tomorrow You will pay me today,admiration
29,"Let's go. Not my daughter! Let her go! Here, take all my money! Vito, come on. I know what you're thinking. But you don't know how things are. Fanucci's with the Black Hand. The whole neighborhood pays him. Even my father, in the grocery store. If he's Italian... ...why does he bother other Italians? He knows they have nobody to protect them. Forget that. Did you like my angel? If you're happy, I'm happy. Don't you feel well?",28.000000000000004,78,Let us go Not my daughter Let her go Here take my money come on I know what you are thinking But you do not know how things are 's with whole neighborhood pays him Even my father in grocery store If he is Italian why does he bother other He knows they have nobody to protect them Forget that Did you like my angel If you are happy I am happy Do not you feel well,neutral
30,"Is your boss treating you all right? Forget it. Hey, you speak Italian? Hide this for me! Next week I'll come and get it! Abbandando, meet my nephew! How's business? It's good, it's good. Fanucci's mad. Says the neighborhood's getting sloppy. People don't pay on time, don't pay the full amount. Says he's been too nice to everyone. So Fanucci's changing? Sure. He wants double from everybody.",29.699999999999996,67,Is your boss treating you all right Forget it Hey you speak Italian Hide this for me Next week I will come and get it meet my nephew How is business It is good it is good 's mad Says neighborhood 's getting sloppy People do not pay on time do not pay full amount Says he is been too nice to everyone So 's changing Sure He wants double from everybody,neutral
31,"Even from my father. I'm a friend, right? So you'll let him work here? I've got some bad news. I feel rotten about telling you this... But Fanucci...he's got a nephew... And you have to give him my job. You've always been good to me, ever since I came here. You looked after me like a father. I thank you. And I won't forget it. Vito! Oh, no! Take this to your family.",30.3,73,Even from my father I am friend right So you will let him work here I have got bad news I feel rotten about telling you this But he is got nephew And you have to give him my job You have always been good to me ever since I came here You looked after me like father I thank you And I will not forget it Oh no Take this to your family,gratitude
32,"Thanks anyway. But please, I can't accept. What a nice pear! I'm Clemenza, you still have my goods? Did you look inside? I'm not interested in things that don't concern me. A friend of mine has a nice rug. Maybe your wife would like it. Sure she would. But who has money for a rug? It would be a present. I know how to return a favor. Yeah, sure. My wife would like it. That son of a bitch! He isn't home! Damn, he didn't even leave the key. Well, he won't mind.",34.9,93,Thanks anyway But please I can not accept What nice pear I am you still have my goods Did you look inside I am not interested in things that do not concern me friend of mine has nice rug Maybe your wife would like it Sure she would But who has money for rug It would be present I know how to return favor Yeah sure My wife would like it son of bitch He is not home he did not even leave key Well he will not mind,gratitude
33,"Come on in. Hey, Vito, come on in! This is your friend's place? This is a real palace. One of the best. Vito, give me a hand, will you? Look how pretty it is, Santino! Come on in. It's all right. Hyman's in there. -Would you like a tuna sandwich? -No, thank you. ...pick up of two by Holden. Second and eight for S.C... -Mr. Roth? -Come in, Michael. Sit down, make yourself comfortable.",34.099999999999994,74,Come on in Hey come on in This is your friend 's place This is real palace of best give me hand will you Look how pretty it is Come on in It is all right 's in there -Would you like tuna sandwich thank you pick up of by Second and for -Mr -Come in Sit down make yourself comfortable,gratitude
34,"It's almost over. -Do you follow the football game? -Not for a while I haven't. I enjoy watching football in the afternoon. One of the things I love about this country. Baseball too. Ever since Arnold Rothstein fixed the World Series in 1919. I heard you had some trouble. Stupid. People behaving like that with guns. The important thing is you're all right. Good health is the most important thing. More than success, more than money. More than power. I came here because there's going to be more bloodshed.",41.9,89,It is almost over you follow football game for while I have not I enjoy watching football in afternoon of things I love about country Baseball too Ever since fixed in I heard you had trouble Stupid People behaving like that with guns important thing is you are all right Good health is most important thing More than success more than money More than power I came here because there is going to be more bloodshed,joy
35,"I wanted you to know, so another war won't start. Nobody wants another war. Frank Pentangeli asked my permission to get rid of the Rosato brothers. When I refused he tried to have me killed. He was stupid, I was lucky. I'll visit him soon. The important thing is that nothing interferes with our plans for the future. Nothing is more important. -You're a wise and considerate man. -And you're a great man, Mr. Roth. -There's much I can learn from you. -Whatever I can do to help, Michael. -Excuse me. Lunch. -Come in. -Thank you, my dear. -You're going to break your eardrums. -Enjoy it. -Thank you. You're young, I'm old and sick.",48.9,114,I wanted you to know so war will not start Nobody wants war asked my permission to get rid of brothers When I refused he tried to have me killed He was stupid I was lucky I will visit him soon important thing is that nothing interferes with our plans for future Nothing is more important are wise and considerate man -And you are great man is much I can learn from you -Whatever I can do to help me in -Thank you my dear are going to break your eardrums -Enjoy it -Thank you You are young I am old and sick,admiration
36,What we'll do in the next few months will make history. It's never been done before. Not even your father would dream that such a thing could be possible. Frank Pentangeli is a dead man. You don't object? He's small potatoes. What's up? We got company? What's going on? Michael Corleone is here. Where is he? He's in your den. You better hurry. He's been waiting a half hour. Is something wrong?,33.4,72,What we will do in next few months will make history It is never been done before Not even your father would dream that thing could be possible is dead man You do not object He is small potatoes What is up We got company What is going on is here Where is he He is in your den You better hurry He is been waiting half hour Is something wrong,neutral
37,"I wish you would have let me know you were coming. -I could have prepared something. -I didn't want you to know. -You heard what happened? -I almost died. We were so relieved... In my home! In my bedroom where my wife sleeps! Where my children come to play. In my home. I want you to help me take my revenge. Michael, anything. What can I do? Settle these troubles with the Rosato brothers. I don't understand. I don't... I don't have your brain for big deals. But this is a street thing. That Hyman Roth in Miami. He's backing up those sons-of-bitches.",41.7,103,I wish you would have let me know you were coming could have prepared something did not want you to know heard what happened almost died We were so relieved In my home In my bedroom where my wife sleeps Where my children come to play In my home I want you to help me take my revenge anything What can I do Settle troubles with brothers I do not understand I do not I do not have your brain for big deals But this is street thing in He is backing up sons of bitches,desire
38,"-I know he is. -So why ask me to lay down to them? It was Hyman Roth that tried to have me killed. I know it was him. Jesus Christ, Mike. Jesus Christ, let's get them all. Now while we've got the muscle. This used to be my father's old study. It's changed. I remember there used to be a big desk here. I remember when I was a kid. We had to be quiet when we played near here. I was very happy that this house never went to strangers. First Clemenza took it over. Now you. My father taught me many things here. He taught me in this room. He taught me, ""Keep your friends close, but your enemies closer. """,49.6,123,-I know he is why ask me to lay down to them It was that tried to have me killed I know it was him let us get them all Now while we have got muscle This used to be my father 's old study It is changed I remember there used to be big desk here I remember when I was kid We had to be quiet when we played near here I was very happy that house never went to strangers took it over Now you My father taught me many things here He taught me in room He taught me Keep your friends close but your enemies closer,joy
39,"If Hyman Roth sees that I interceded in this, in the Rosato brothers' favor, he'll think his relationship with me is still good. That's what I want him to think. I want him relaxed and confident in our friendship. Then I'll be able to find out who the traitor in my family was. -Yeah? -Fredo, this is Johnny Ola. -We need some more help. -Johnny? Jesus Christ, what the hell time is it? -Who's that, honey? -Listen good, Fredo. Why are you calling me? I don't want to talk to you. Pentangeli is going to accept the Rosato brothers' deal. -Oh, God. -Will he come alone? I don't know. You've got me in deep enough already.",44.699999999999996,116,If sees that I interceded in this in brothers ' favor he will think his relationship with me is still good That is what I want him to think I want him relaxed and confident in our friendship Then I will be able to find out who traitor in my family was this is need more help what hell time is it -Who is that honey good Why are you calling me I do not want to talk to you is going to accept brothers ' deal -Will he come alone I do not know You have got me in deep enough already,neutral
40,"Everything will be all right. Pentangeli says he's willing to make a deal. All we want to know is if he's on the level, or if he'll bring his boys. You lied to me. I don't want you to call me anymore. -Your brother won't find out we talked. -I don't know what you're talking about. -Who was that? -Wrong number. -Frankie, I've got nobody here. -Wait in the car, Cicc'. -Frankie. -That's okay, Cicc'. -What's this? -A lucky C note for our new deal. Ritchie. Give us a taste. We were all real happy about your decision, Frankie. -You won't regret it. -I don't like the C note, Rosato. I take that as an insult. Michael Corleone says hello!",48.9,120,Everything will be all right says he is willing to make deal All we want to know is if he is on level or if he will bring his boys You lied to me I do not want you to call me anymore brother will not find out we talked -I do not know what you are talking about -Who was that number I have got nobody here -Wait in car Cicc ' -Frankie -That is okay Cicc is this lucky note for our new deal Give us taste We were all real happy about your decision will not regret it -I do not like C note I take that as insult says hello,joy
41,"Close the door! Your friend the cop... Hey, Ritch. It's dark in here. Are you open or closed? I just came in to clean up a little, you know? What's the matter? -Is that something on the floor? -Carmine, not here! Anthony! You open this bar and I'll blow your head in! Freddy, it's good to see you. -How is he? -He's okay. He's in the back. Girls, take a hike. In this room here. -I want to talk to him alone first. -Come on.",38.8,85,Close door Your friend cop Hey It is dark in here Are you open or closed I just came in to clean up little you know What is matter that something on floor not here You open bar and I will blow your head in it is good to see you -How is he is okay He is in back Girls take hike In room here want to talk to him alone first -Come on,caring
42,"I thought I could help you, Senator. Hagen? -Listen, I did not... -It's all right. -I didn't do anything. -It's okay. You're very lucky. My brother Fredo operates this place. He was called before anyone. Had this happened some place else, we couldn't have helped you. When I woke up, I was on the floor. -And I don't know how it happened. -You can't remember? I passed out. Just a game. Jesus. Jesus, Jesus! Jesus God! God!",41.300000000000004,77,I thought I could help you I did not is all right did not do anything is okay You are very lucky My brother operates place He was called before anyone Had this happened place else we could not have helped you When I woke up I was on floor -And I do not know how it happened can not remember I passed out Just game,caring
43,"I don't know, and I don't understand why I can't remember. Doesn't matter, just do as I say. Put in a call to your office. Explain that you'll be there tomorrow. You decided to spend the night at Michael Corleone's house in Tahoe. -As his guest. -I do remember that she was laughing. We'd done it before, and I know that I could not have hurt that girl. This girl has no family. Nobody knows that she worked here. It'll be as though she never existed. All that's left is our friendship. -Yes? -Sorry, but we're not to let you through. -I'm just going to the market. -We'll pick up anything you want. -Whose orders are these? -Mr. Hagen's. He's coming. I'll speak to him.",50.199999999999996,125,I do not know and I do not understand why I can not remember Does not matter just do as I say Put in call to your office Explain that you will be there tomorrow You decided to spend night at 's house in his guest do remember that she was laughing We would done it before and I know that I could not have hurt girl girl has family Nobody knows that she worked here It will be as though she never existed All that is left is our friendship but we are not to let you through am just going to market -We will pick up anything you want -Whose orders are these -Mr 's He is coming I will speak to him,neutral
