Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
20,"After I'm gone, go through the back gate. Take the stairs all the way down. You'll find the boiler room where... they stoke the fires. Look for Kamaji. Kamaji? Ask him for work. If he refuses, keep asking. If you don't work, Yubaba will turn you into an animal.",21.429000000000002,49,After I am gone go through back gate Take stairs way down You will find boiler room where they stoke fires Look for Ask him for work If he refuses keep asking If you do not work will turn you into animal,neutral
21,"Yubaba? She's the sorceress who rules our world. She'll try to trick you into leaving... but keep asking for work. The work's hard, but it will protect you. Then even Yubaba can't harm you. Master Haku, Master Haku! I have to go. - Remember I'm your friend, Chihiro. - How did you know my name? You told me long ago.",23.348,60,She is sorceress who rules our world She will try to trick you into leaving but keep asking for work work 's hard but it will protect you Then even can not harm you I have to go Remember I am your friend How did you know my name You told me long ago,neutral
22,"My name is Haku. Here I am! Master Haku, Yubaba's waiting. I know, I've been searching too. Um... Excuse me. Um... Are you Kamaji? Haku sent me. Please let me work here.",19.635,32,My name is Here I am 's waiting I know I have been searching too Um Excuse me Um Are you sent me Please let me work here,curiosity
23,"What, all at once? Get to work, you little runts! I am Kamaji, slave to the boilers that heat the baths. Step on it, boys! Please let me work here. I've got all the help I need. There's soot everywhere. I'll never run out of help. Oh, I'm sorry. Wait a second.",26.06,52,What all at once Get to work you little runts I am slave to boilers that heat baths Step on it boys Please let me work here I have got help I need There is soot everywhere I will never run out of help Oh I am sorry Wait second,remorse
24,"Out of the way. Wait, what do I do with this? Do I leave it here? Finish what you start. Get to work, runts! Wanna turn back into soot? And you, better watch it. You can't just take someone's work. If they don't work, their spell will be broken. There's no work for you here. Try somewhere else. You sootballs got a problem?",24.14,63,Out of way Wait what do I do with this Do I leave it here Finish what you start Get to work runts Want To turn back into soot And you better watch it You can not just take someone is work If they do not work their spell will be broken There is work for you here Try somewhere else You sootballs got problem,neutral
25,"Get to work! Chow time! What, you guys at it again? Give it a rest. Where's your bowl? I keep telling you to leave it out. Food's here. Break time! The human! You're gonna catch it. They're having a fit about it upstairs. She's my granddaughter.",19.136000000000003,46,Get to work Chow time What you guys at it again Give it rest Where is your bowl I keep telling you to leave it out 's here Break time human You are going to catch it They are having fit about it upstairs She is my granddaughter,neutral
26,"Your granddaughter! She says she wants work, but I don't need any help. Could you take her to Yubaba for me? This girl can handle herself. Not a chance. Yubaba would kill me. Not even for this? Charcoal-roasted newt, finest quality. If you want work, you have to sign a contract with Yubaba. Might as well try your luck. Fine! You there, follow me.",26.684,64,Your granddaughter She says she wants work but I do not need help Could you take her to for me girl can handle herself Not chance would kill me Not even for this Charcoal roasted newt finest quality If you want work you have to sign contract with Might as well try your luck Fine You there follow me,caring
27,"What about ""Yes, ma'am"" or ""Thank you""? Yes, ma'am. What a klutz. Move it! Yes, ma'am. Leave the shoes. And the socks! Yes'm. Aren't you going to thank Kamaji? He's looking out for you. Thank you very much. Good luck.",17.841,40,What about Yes madam or Thank you Yes madam klutz Move it Yes Leave shoes And socks Are not you going to thank He is looking out for you Thank you very much Good luck,gratitude
28,"Yubaba lives on the top floor in the back. Move it, will you? You'll lose your nose. - One more elevator after this. - Yes'm. We're here. Welcome, sir! This elevator stops here. Please use another one. - He's following us. - Quit gawking. Here we are.",21.431,47,lives on top floor in back Move it will you You will lose your nose more elevator after this Yes'm We are here Welcome sir elevator stops here Please use one He is following us gawking Here we are,neutral
29,"Your room is on the right. - Lin? - Yes sir! Something smells. It's human. You reek of human. Is that so? I smell it, I do. Smells mighty tasty, too. You're hiding something. Tell me the truth. Maybe it's this.",18.968000000000004,41,Your room is on right Yes sir Something smells It is human You reek of human Is that so I smell it I do Smells mighty tasty too You are hiding something Tell me truth Maybe it is this,disgust
30,"Roasted newt? Give it here! Not a chance. The girls asked me to get it. I'm begging you. I'll settle for a leg. Pull the lever to go up, sir. Can't you even knock? What a plain little girl. Now, come. I said, come! Ow...",22.555999999999997,45,Roasted newt Give it here Not chance girls asked me to get it I am begging you I will settle for leg Pull lever to go up Can not you even knock What plain little girl Now come I said come Ow,neutral
31,"What a racket. Could you be quiet? Please... Let me work here. Stop your babbling. Why do I need a weakling like you? Besides, this is no place for humans. Millions of spirits come here... to purge themselves of toil and care. Your parents, my goodness! They certainly had some nerve.",26.1,51,What racket Could you be quiet Please Let me work here Stop your babbling Why do I need weakling like you Besides this is place for humans Millions of spirits come here to purge themselves of toil and care Your parents my goodness They certainly had nerve,neutral
32,"Gobbling our guests' food like a couple of pigs. Just deserts, I'd say. And as for you, you'll never see your world again either. You'd make a lovely piglet. Or perhaps a lump of coal? Trembling, aren't you? Still, I'm impressed you made it this far. Someone must've helped you. I must thank your friend.",27.267,55,Gobbling our guests ' food like couple of pigs Just deserts I would say And as for you you will never see your world again either You would make lovely piglet Or perhaps lump of coal Trembling are not you Still I am impressed you made it this far Someone must have helped you I must thank your friend,gratitude
33,"Just who was it, my dear? You can tell me. Please let me work here! Not that again! I want to work here! Shut your mouth! Why on earth should I hire you? Anyone can see you're a lazy, spoiled, stupid crybaby. What job would I possibly have for someone like you? You're wasting your time. I've got all the bums I need.",33.024,63,Just who was it my dear You can tell me Please let me work here Not that again I want to work here Shut your mouth Why on earth should I hire you Anyone can see you are lazy spoiled stupid crybaby job would I possibly have for someone like you You are wasting your time I have got bums I need,anger
34,"Or maybe I'll give you the nastiest job I've got... and work you night and day... until you breathe your very last breath! Now, now. What's wrong, my dear? I'm coming. That's a good baby. Are you still here? Get out, right now. I want to work here! Keep your voice down. I'll be right there, just be patient.",28.52,59,Or maybe I will give you nastiest job I have got and work you night and day until you breathe your very last breath Now now What is wrong my dear I am coming That is good baby Are you still here Get out right now I want to work here Keep your voice down I will be right there just be patient,annoyance
35,"That's a good baby. There, there. Please give me a job! All right, just pipe down. There, there, good baby. That's your contract. Sign on the bottom line. I'll put you to work. But one peep out of you about anything... and I'll turn you into a piglet.",22.806000000000004,48,That is good baby There there Please give me job All right just pipe down There there good baby That is your contract on bottom line I will put you to work But peep out of you about anything and I will turn you into piglet,caring
36,"Should I sign here? Where else? Quit dilly-dallying. Unbelievable. What a ridiculous oath I took. I'm bound to give work to whoever asks. - Finished? - Yes. - Chihiro, that's your name? - Yes. Quite a fancy name. From now on, your name is Sen.",23.474,45,Should I sign here Where else Quit dilly dallying Unbelievable ridiculous oath I took I am bound to give work to whoever asks Finished Yes that is your name Yes fancy name From now on your name is,annoyance
37,"Understand? Sen. Answer me, Sen! I understand. Yes ma'am? - See to her, she's starting work today. - Very well. What is your name? Chi... I mean, Sen. Then follow me, Sen. Haku, I...",18.509,34,me I understand Yes madam See to her she is starting work today Very well What is your name I mean Then follow me I,neutral
38,"No idle chatter. Call me Master Haku. I'm afraid even Yubaba can't give an order like that. Humans aren't allowed here. She signed the contract. - What! - I'll work hard. - Don't send her to us. - She stinks to high heaven. She won't stink after three days of our food. If she doesn't measure up, do with her as you will.",23.139999999999997,63,idle chatter Call me I am afraid even can not give order like that Humans are not allowed here She signed contract What I will work hard Do not send her to us She stinks to high She will not stink after days of our food If she does not measure up do with her as you will,fear
39,"Now go back to work. Where's Lin? What, you're dumping her on me? You wanted an assistant. That's right! Lin's just perfect. Go, Sen. Yes sir. What a pain. You're gonna pay for this. Off you go. Come on.",17.383000000000003,39,Now go back to work Where is What you are dumping her on me You wanted assistant That is right 's just perfect Go Yes sir What pain You are going to pay for this Off you go Come on,neutral
40,"You pulled it off! You're so thick, I was worried. Keep your wits about you. If you need anything, ask me. What's wrong? My legs are shaking. This is where we live. Eat, sleep and you'll be fine. Your apron. Keep it clean. Trousers.",18.342999999999996,44,You pulled it off You are so thick I was worried Keep your wits about you If you need anything ask me What is wrong My legs are shaking This is where we live Eat sleep and you will be fine Your apron Keep it clean Trousers,caring
41,"You're so puny. Too big. Lin, are there... What? Are there two Hakus here? Two of that one? I sure hope not. Still too big. He's Yubaba's apprentice. Be careful around him. Now where was that...",17.714999999999996,36,You are so puny Too big are there What Are there here of I sure hope not Still too big He is 's apprentice Be careful around him Now where was that,caring
42,"All right, here we go. Hey, are you okay? Don't fall apart on me. What's all the noise, Lin? New girl. Says she feels faint. Meet me at the bridge. I'll take you to your mother and father. My shoes are gone. Thank you. Follow me. Dad, Mom, it's me!",22.014,50,All right here we go Hey are you okay Do not fall apart on me What is noise New girl Says she feels faint Meet me at bridge I will take you to your mother and father My shoes are gone Thank you Follow me it is me,gratitude
43,It's Sen. Mom! Dad! Are they sick? Are they hurt? They're just sleeping. Their stomachs are full. They don't remember they were ever human. Listen to me! I promise I'll save you. Don't get too fat or they'll eat you. Hide these. I thought they were gone.,19.717999999999996,47,It is Are they sick Are they hurt They are just sleeping Their stomachs are full They do not remember they were ever human Listen to me I promise I will save you Do not get too fat or they will eat you Hide these I thought they were gone,caring
44,"For when you go home. This was a farewell card. Chihiro? Chihiro... That's my name! Yubaba controls us by stealing our names. You're Sen here. Keep your real name a secret. She almost got my name. I was turning into Sen. Without your real name, you'll never find your way home. I no longer remember mine.",24.1,56,For when you go home This was farewell card That is my name controls us by stealing our names You are here Keep your real name secret She almost got my name I was turning into Without your real name you will never find your way home I no longer remember mine,neutral
45,"Your real name? But it's strange, I remember yours. Better eat, you must be hungry. I don't want to. I put a spell on them to give you back your strength. You've had a rough time. Better eat more. You know the way back. Thanks Haku. I promise to work hard. Where were you? I was worried.",22.22,57,Your real name But it is strange I remember yours Better eat you must be hungry I do not want to I put spell on them to give you back your strength You have had rough time Better eat more You know way back Thanks I promise to work hard Where were you I was worried,caring
46,"Sorry. Out of the way. Come on, give it some elbow grease. Starting today, you two are on the big tub. What? That's Frog work! Orders from the top. And no shirking, either. Aren't you getting wet? Sen, come on! Coming!",17.758000000000003,41,Sorry Out of way Come on give it elbow grease Starting today you are on big tub What That is Frog work Orders from top And shirking either Are not you getting wet come on Coming,neutral
47,"I'll leave this open. - On the big tub, Lin? - Stuff it. Just look at this. Hasn't been scrubbed in ages. The big tub is reserved for our filthiest guests. It's caked with sludge. Lin! Sen! First customers are coming. All right already! Man, this is pure harassment. Go get a tag from the foreman.",21.052,56,I will leave open On big tub Stuff it Just look at this Has not been scrubbed in ages big tub is reserved for our filthiest guests It is caked with sludge Sen First customers are coming All right already this is pure harassment Go get tag from foreman,disgust
48,"A tag? For an herbal bath. Right. Lin, what's a foreman? Something's coming. I wonder... Is some good-for-nothing using the rain to sneak in? Absolutely not, it's too valuable to waste. Good morning! Feeling refreshed?",18.591999999999995,35,tag For herbal bath Right what is foreman Something is coming I wonder Is good for nothing using rain to sneak in Absolutely not it is too valuable to waste Good morning Feeling refreshed,realization
49,"For Kasuga. One deluxe sulfur bath. No point standing there. Back to work. Scrub it with your hands. Good morning! Your bare hands. But she said it has to be an herbal bath. You just don't get it. Mugwort, right?",16.8,40,For deluxe sulfur bath point standing there Back to work Scrub it with your hands Good morning Your bare hands But she said it has to be herbal bath You just do not get it right,neutral
50,"Relax and enjoy. Foreman. Yes ma'am! Thank you! But that's not... Hey you, wait! What's the trouble? Oh, nothing at all. We have an intruder. A human?",12.794,27,Relax and enjoy Yes madam Thank you But that is not Hey you wait What is trouble Oh nothing at all We have intruder human,gratitude
51,"You figure it out. Haku's gone today. Wow, you got a really good one. This goes straight to Kamaji. Water should be right up. Yank this for hot water. Go ahead, try it. You're really are a klutz. Look at that color. This one has dried worm salts. With water this murky, who's gonna see the sludge?",22.307,57,You figure it out 's gone today Wow you got really good one This goes straight to Water should be right up Yank this for hot water Go ahead try it You are really are klutz Look at color one has dried worm salts With water murky who is going to see sludge,approval
52,"Yank it again when it's full. It'll stop. You can let go now. I'll go get our breakfast. Okay. Ouch! Um... The bath's not ready yet. So many... They're for me? But I don't need them. No, you gave me one already.",19.843999999999998,42,Yank it again when it is full It will stop You can let go now I will go get our breakfast Okay Um bath 's not ready yet So many They are for me But I do not need them No you gave me one already,neutral
53,"Madam! - It's a Stink Spirit. - Yes, and a large one, too. It's headed straight for the bridge! Please turn back. Please go! The baths are closed for the night. Please withdraw, please! Stinky! That's odd. Stink Spirits feel different. Well, now that it's here, better go greet it!",23.432,50,It is Yes and large one too It is headed straight for bridge Please turn back Please go baths are closed for night Please withdraw please Stinky That is odd Spirits feel different Well now that it is here better go greet it,relief
54,"All we can do is get rid of it fast. Everyone, please return to your rooms! Please hurry. Terribly sorry! Lin and Sen, Yubaba wants you. Yes sir! Pay attention, this is your debut. Show the customer to the big tub. Remember, one peep out of you and you're coal. - Got it? - It has arrived.",20.262,57,All we can do is get rid of it fast Everyone please return to your rooms Please hurry Terribly sorry and wants you Yes sir Pay attention this is your debut Show customer to big tub Remember peep out of you and you are coal Got it It has arrived,caring
55,"No, that's not polite! Welgum to our bazz. Oh... Money...! Hurry Sen, take it! Yez ma'am. Wud are you wading for? Show him to da bazz! Diz way... Sen! Horrible!",21.804,30,No that is not polite to our bazz Oh Money Hurry take it Yez madam are you wading for Show him to bazz Diz way Horrible,disapproval
56,"Breakfast! Open the windows, all of 'em! What? Just a minute. - That's really filthy. - It's not funny. What will she do? Ah, she's going to refill the tub. Oh dear, she's soiling the walls with her dirty hands! Did you give Sen new tags? Never, what a waste!",20.802,50,Open windows all of them What Just minute That is really filthy It is not funny What will she do Ah she is going to refill tub Oh dear she is soiling walls with her dirty hands Did you give new tags Never what waste,disgust
57,"All that precious herbal essence! Sen! Sen, where are you? - Lin! - Are you okay? I asked Kamaji to help us out. He's sending his best herbal essence. Thanks. There's a thorn or something stuck in him. A thorn? I can't pull it out. A thorn? Hmm...",20.303,48,precious herbal essence Sen where are you Are you okay I asked to help us out He is sending his best herbal essence Thanks There is thorn or something stuck in him thorn I can not pull it out thorn Hmm,caring
58,"Get everyone downstairs! Hurry! Sen and Lin! Our guest is no Stink Spirit. Use this rope. Yes ma'am! Tie it good and tight! Hurry up! Girls, lend a hand! It's tied!",15.716000000000001,31,Get everyone downstairs Hurry and Our guest is Use rope Yes madam Tie it good and tight Hurry up Girls lend hand It is tied,neutral
59,"Everyone ready? All together now! Heave! And heave! Heave! A bicycle? I knew it. Now, heave! Heave! Sen, are you all right? Well done.",24.765,24,Everyone ready All together now Heave And heave Heave bicycle I knew it Now heave Heave are you all right Well done,admiration
60,"Gold! It's gold! Hands off! That's company property. Quiet! Our guest is still with us. Sen, you're in the way. Get down from there. Open the main gates! He's leaving! Sen, you're a wonder! You made us a fortune. That was the guardian of a great river. Everyone, learn from Sen! Sake on the house tonight.",24.057,56,Gold It is gold Hands off That is company property Quiet Our guest is still with us you are in way Get down from there Open main gates He is leaving you are wonder You made us fortune That was guardian of great river Everyone learn from Sake on house tonight,surprise
61,Now hand over all that gold you picked up. Want some? I swiped them. Thanks. What a day. Haku missed the whole thing. Not Haku again! Sometimes he just disappears. They say Yubaba makes him do bad stuff. Really?,18.426000000000002,39,Now hand over all gold you picked up Want some I swiped them Thanks What day missed whole thing Not again Sometimes he just disappears They say makes him do bad stuff Really,gratitude
62,"Lights out, Lin. Okay. There's a town. And the water's like an ocean. What did you expect after all that rain? I'm gonna get there someday. I'll get out of here for sure. What's wrong? Gold! Who are you? You're no customer. You're not allowed in there.",19.679,47,Lights out Okay There is town And water 's like ocean What did you expect after rain I am going to get there someday I will get out of here for sure What is wrong Gold Who are you You are customer You are not allowed in there,curiosity
63,"Hey, it's gold! For me? You can make gold? Gimme! Who's down here? It's way past lights out. Hey boss, I'm hungry. Starved, in fact. That voice... There, I'll pay you now.",17.884,32,Hey it is gold For me You can make gold Give Me Who is down here It is way past lights out Hey boss I am hungry Starved in fact voice There I will pay you now,desire
64,"I'm a customer. I want a bath. Wake everyone up! Mom and Dad, the river guardian gave me this medicine. If you take it, you'll be people again. Dad, Mom, where are you? Daddy! What an awful dream. Lin? Where is everybody?",17.551000000000002,42,I am customer I want bath Wake everyone up and river guardian gave me medicine If you take it you will be people again where are you Daddy What awful dream Where is everybody,fear
65,"Wow, it really did turn into an ocean! I can see where Mom and Dad are from here. Kamaji lit the fires already. Did I sleep that long? The customer's waiting. Can't you work faster? Serve everything you've got, even leftovers! Sen! Lin? I was just coming to wake you up, look!",21.345000000000002,52,Wow it really did turn into ocean I can see where and are from here lit fires already Did I sleep that long customer 's waiting Can not you work faster Serve everything you have got even leftovers I was just coming to wake you up look,surprise
66,"Gold! He gave me real gold. We've got a real high roller. Please, sir, try this! Throw us some gold! I'm starving, bring it all! Who's this guest? Come on, Yubaba's still asleep. Now's your chance. I'm going to see Kamaji. I wouldn't go there now.",21.261999999999997,46,Gold He gave me real gold We have got real high roller Please sir try this Throw us gold I am starving bring it all Who is guest Come on 's still asleep Now 's your chance I am going to see I would not go there now,neutral
67,"He's angry because they woke him up. Lin, let's go back for more. What if I can't recognize my parents? I hope Dad hasn't gotten too fat. That's the dragon I saw. It's coming this way. Those aren't birds! Haku, don't give up. Over here! Haku!",18.676,46,He is angry because they woke him up let us go back for more What if I can not recognize my parents I hope has not gotten too fat That is dragon I saw It is coming way Those are not birds do not give up Over here,anger
68,"It's just paper. Haku? It is you, isn't it? Are you hurt? Those paper birds are gone. You're safe now. He's going to Yubaba. What should I do? He'll die! Now the richest man in the whole wide world... has come to grace us with his presence. Greetings!",22.637999999999998,48,It is just paper It is you is not it Are you hurt paper birds are gone You are safe now He is going to What should I do He will die Now richest man in whole wide world has come to grace us with his presence Greetings,neutral
69,"Now let us appeal to his generosity. Please, sir! Over here. I hope I get some. They say gold springs from his palms. Toss some this way, sir! What are you doing? Going upstairs. No you don't. What's this? Blood!",17.216,40,Now let us appeal to his generosity Please sir Over here I hope I get some They say gold springs from his palms Toss way sir What are you doing Going upstairs No you do not What is this Blood,optimism
70,"Out of the way, we have a guest. Thank you for your help. Get out of the way! I don't need it. I'm busy, please excuse me. Quiet! Quiet down. Back, get back! Please excuse her manners. The girl is new and a human.",20.679,44,Out of way we have guest Thank you for your help Get out of way I do not need it I am busy please excuse me Quiet Quiet down Back get back Please excuse her manners girl is new and human,gratitude
71,"What's so funny? Wipe off that smile. Why, I would never... He ate them! Yubaba! We're in a fine mess now. He's a No Face. That's right, a No Face! Your greed attracted quite a guest. Don't do anything stupid until I get down there.",20.637999999999998,45,What is so funny Wipe off smile Why I would never He ate them We are in fine mess now He is Face That is right Face Your greed attracted guest Do not do anything stupid until I get down there,amusement
72,"Just look at this carpet. Get Haku out of here. He's useless to me now. Bo, sleeping outside your crib again? Oh I'm sorry, you were sleeping like such a good baby. Baba still has work to do. Go back to sleep now, that's a good baby. Ouch, let me go! Oh, thanks for helping me.",23.180000000000003,56,Just look at carpet Get out of here He is useless to me now sleeping outside your crib again Oh I am sorry you were sleeping like good baby still has work to do Go back to sleep now that is good baby let me go Oh thanks for helping me,gratitude
73,"But I'm in a hurry, please let me go. You came to make me sick. The outside has bad germs. I'm a human. Maybe you never saw one before. You'll get sick out there. Stay here and play with me. Are you sick? I'm in here 'cause I'll get sick outside. Staying inside will make you sick!",23.305,57,But I am in hurry please let me go You came to make me sick outside has bad germs I am human Maybe you never saw one before You will get sick out there Stay here and play with me Are you sick I am in here because I will get sick outside Staying inside will make you sick,caring
74,"You see, someone I really care about is badly hurt. I've got to go right now. Please let me go. If you go, I'll start crying. Then Baba will come and kill you. I'll break your little arm. You're hurting me! Please, I'll come play with you later. No, I wanna play now! Blood! See? It's blood!",20.97,57,You see someone I really care about is badly hurt I have got to go right now Please let me go If you go I will start crying Then will come and kill you I will break your little arm You are hurting me Please I will come play with you later No I want to play now Blood See It is blood,anger
75,"Haku! Go away! It's you, isn't it? Hang on! Be quiet! Haku! Go away! No! I'm not afraid of blood. I'll cry if you don't play.",14.126999999999999,26,Go away It is you is not it Hang on Be quiet Go away No I am not afraid of blood I will cry if you do not play,caring
76,"Please be a good boy and wait. If you don't play with me I'll cry... Please, wait! What a racket. Simmer down. You're a little butterball, aren't you? I am a bit transparent here. Baba... Oh dear, can't you even tell me from your own mother? There, that gives you a little more freedom.",21.429000000000002,54,Please be good boy and wait If you do not play with me I will cry Please wait What racket down You are little butterball are not you I am bit transparent here Oh dear can not you even tell me from your own mother There that gives you little more freedom,caring
77,Let's see now. What shall we turn you into? This is our little secret. If you tell anyone... I'll do the same to you. Who are you? Yubaba's older twin sister. Thanks to you I've had a nice tour of the place. Now hand over the dragon. What are you going to do? He needs help. That dragon's a thief. He works for my sister.,22.846,65,Let us see now What shall we turn you into This is our little secret If you tell anyone I will do same to you Who are you 's older twin sister Thanks to you I have had nice tour of place Now hand over dragon What are you going to do He needs help dragon 's thief He works for my sister,gratitude
78,He stole a valuable seal from my house. Haku would never do that. He's too kind. All dragons are kind. Kind and stupid... and eager to learn my sister's magical ways. This boy will do anything that greedy woman wants. Now step aside. It's too late for him anyway. The thing he stole had a protection spell. Now the thief will die.,27.266000000000002,62,He stole valuable seal from my house would never do that He is too kind dragons are kind Kind and stupid and eager to learn my sister 's magical ways boy will do anything that greedy woman wants Now step aside It is too late for him anyway thing he stole had protection spell Now thief will die,admiration
79,"No, don't! What are you up to now? All right, that's enough. Back to your room. Oh dear, that was careless... Haku, no! Haku! What is this? Hold on there! Haku!",15.299000000000001,31,No do not What are you up to now All right that is enough Back to your room Oh dear that was careless no What is this Hold on there,neutral
