Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
11,"Indeed. Never had any adventures or did anything unexpected. If you're referring to the incident with the dragon, I was barely involved. All I did was give your uncle a little nudge out of the door. Whatever you did, you've been officially labeled a disturber of the peace. Oh, really? Gandalf! Gandalf! [CHILDREN SHOUTING] FEMALE HOBBIT 1: Fireworks, Gandalf! FEMALE HOBBIT 2: Gandalf! MALE HOBBIT: Fireworks, Gandalf! Gandalf? - I'm glad you're back. - So am I, dear boy. So am I. Whoa, whoa. BILBO: No, thank you! We don't want any more visitors, well-wishers or distant relations!",42.675000000000004,98,Indeed Never had adventures or did anything unexpected If you are referring to incident with dragon I was barely involved All I did was give your uncle little nudge out of door Whatever you did you have been officially labeled disturber of peace Oh really Gandalf Gandalf [ CHILDREN HOBBIT Fireworks HOBBIT Gandalf I am glad you are back So am I dear boy So am whoa No thank you We do not want more visitors well wishers or distant relations,gratitude
12,"And what about very old friends? Gandalf? - Bilbo Baggins. - My dear Gandalf! Good to see you. 111 years old! Who would believe it? You haven't aged a day. Come on, come in! Welcome, welcome. Oh, here we are. Tea? Or maybe something a little stronger? I've got a few bottles of the Old Winyard left. 1296. Very good year. Almost as old as I am. It was laid down by my father. What say we open one, eh? Just tea, thank you. Oh! I was expecting you sometime last week. Not that it matters. You come and go as you please. Always have and always will.",47.657,108,And what about very old friends Gandalf My dear Good to see you years old Who would believe it You have not aged day Come on come in Welcome welcome Oh here we are Tea Or maybe something little stronger I have got few bottles of left Very good year Almost as old as I am It was laid down by my father What say we open eh Just tea thank you Oh I was expecting you sometime last week Not that it matters You come and go as you please Always have and always will,gratitude
13,"You caught me a bit unprepared. We've only got cold chicken and a bit of pickle.... There's some cheese here. No, that won't do. We've got raspberry jam, an apple tart.... But not much for afters. Oh, no, we're all right. I've just found some sponge cake. I could make you some eggs if you'd... - Just tea, thank you. - Oh, right. - You don't mind if I eat, do you? - No, not at all. [KNOCKING] FEMALE HOBBIT: Bilbo! Bilbo Baggins! I'm not at home! It's the Sackville-Bagginses. - I know you're in there! - They're after the house. They've never forgiven me for living this long. I've got to get away from these confounded relatives, hanging on the bell all day... never giving me a moment's peace.",42.757999999999996,130,You caught me bit unprepared We have only got cold chicken and bit of pickle There is cheese here No that will not do We have got apple tart But not much for afters Oh no we are all right I have just found sponge cake I could make you eggs if you would Just tea thank you Oh right You do not mind if I eat do you No not at all [ KNOCKING ] FEMALE HOBBIT I am not at home It is I know you are in there They are after house They have never forgiven me for living this long I have got to get away from confounded relatives hanging on bell day never giving me moment 's peace,gratitude
14,"I want to see mountains again. Mountains, Gandalf! And then find somewhere quiet where I can finish my book. Oh, tea. - So you mean to go through with your plan? - Yes, yes. It's all in hand. All the arrangements are made. Oh, thank you. Frodo suspects something. Of course he does. He's a Baggins... not some blockheaded Bracegirdle from Hardbottle. You will tell him, won't you? - Yes, yes. - He's very fond of you. I know. He'd probably come with me if I asked him. I think in his heart, Frodo's still in love with the Shire. The woods, the fields. Little rivers. I am old, Gandalf.",44.025999999999996,110,I want to see mountains again Mountains And then find somewhere quiet where I can finish my book Oh tea So you mean to go through with your plan Yes yes It is all in hand arrangements are made Oh thank you Frodo suspects something Of course he does He is not blockheaded from You will tell him will not you Yes yes He is very fond of you I know He would probably come with me if I asked him I think in his heart 's still in love with Shire woods fields Little rivers I am old,gratitude
15,"I know I don't look it, but I'm beginning to feel it in my heart. I feel thin. Sort of stretched... like butter scraped over too much bread. I need a holiday. A very long holiday. And I don't expect I shall return. In fact, I mean not to. Old Toby. The finest weed in the Southfarthing. Ah. Gandalf, my old friend... this will be a night to remember. [CHEERING] [MUSIC PLAYS] BILBO: Hello, hello. Fatty Bolger. Lovely to see you. Welcome, welcome. Go on, Sam. Ask Rosie for a dance.",47.946999999999996,91,I know I do not look it but I am beginning to feel it in my heart I feel thin Sort of stretched like butter scraped over too much bread I need holiday very long holiday And I do not expect I shall return In fact I mean not to finest weed in Ah my old friend this will be night to remember [ CHEERING [ hello Lovely to see you Welcome welcome Go on Ask for dance,joy
16,"- I think I'll just have another ale. - Oh, no, you don't. Go on! So there I was... at the mercy of three monstrous trolls. And they were all arguing amongst themselves... about how they were going to cook us. Whether it be turned on a spit, or to sit on us one by one, squash us into jelly. They spent so much time arguing the whithertos and the whyfors... that the sun's first light crept over the top of the trees... and turned them all to stone! [LAUGHS] MERRY: Quickly. Whoa! Up they go! No, the big one. Mrs. Bracegirdle, how nice to see you. Welcome, welcome.",41.983999999999995,109,I think I will just have ale Oh no you do not Go on So there I was at mercy of monstrous trolls And they were all arguing amongst themselves about how they were going to cook us Whether it be turned on spit or to sit on us by squash us into They spent so much time arguing whithertos and whyfors that sun 's first light crept over top of trees and turned them all to stone [ Quickly Whoa Up they go No big one how nice to see you Welcome welcome,gratitude
17,"Are all these children yours? Good gracious, you have been productive. FEMALE HOBBIT: Bilbo? Sackville-Bagginses! Quickly, hide! Thank you, my boy. You're a good lad, Frodo. I'm very selfish, you know. Yes, I am. Very selfish. I don't know why I took you in after your mother and father died... but it wasn't out of charity. I think it was because... of all my numerous relations... you were the one Baggins that showed real spirit. Bilbo, have you been at the Gaffer's home brew? No.",35.122,85,Are children yours Good gracious you have been productive HOBBIT Quickly hide Thank you my boy You are good lad I am very selfish you know Yes I am Very selfish I do not know why I took you in after your mother and father died but it was not out of charity I think it was because of all my numerous relations you were that showed real spirit have you been at 's home brew No,gratitude
18,"Well, yes, but that's not the point. The point is, Frodo... you'll be all right. - Done! - You're supposed to stick it in the ground. - It is in the ground. - Outside! This was your idea. Bilbo. Bilbo, watch out for the dragon! Nonsense. There hasn't been a dragon in these parts for a thousand years. - That was good. - Let's get another one. GANDALF: Meriadoc Brandybuck and Peregrin Took. I might've known. FEMALE HOBBIT: Speech, Bilbo! MALE HOBBIT: Speech! Speech! My dear Bagginses and Boffins...",38.23,89,Well yes but that is not point point is you will be all right Done You are supposed to stick it in ground It is in ground Outside This was your idea watch out for dragon Nonsense There has not been dragon in parts for years That was good Let us get one GANDALF and I might have known HOBBIT My dear and,neutral
19,"Tooks and Brandybucks... Grubbs, Chubbs... Hornblowers... Bolgers... Bracegirdles... - and Proudfoots. - Proudfeet! Today is my 111th birthday! Happy birthday! But alas, eleventy-one years is far too short a time to live among... such excellent and admirable Hobbits. I don't know half of you half as well as I should like... and I like less than half of you half as well as you deserve. I, uh... I have things to do. I've put this off far too long. I regret to announce this is the end!",41.525999999999996,87,Tooks and and Today is my 111th birthday Happy birthday But alas years is far too short time to live among such excellent and admirable I do not know half of you half as well as I should like and I like less than half of you half as well as you deserve I uh I have things to do I have put this off far too long I regret to announce this is end,joy
20,"I'm going now. I bid you all a very fond farewell. Goodbye. [HOBBITS CLAMORING] [FOOTSTEPS] [LAUGHS] I suppose you think that was terribly clever. Come on, Gandalf. Did you see their faces? There are many magic rings in this world, and none of them should be used lightly. It was just a bit of fun. Oh, you're probably right, as usual. - You will keep an eye on Frodo, won't you? - Two eyes. As often as I can spare them. - I'm leaving everything to him. - What about this ring of yours? - Is that staying too? - Yes, yes. It's in an envelope over there on the mantelpiece.",46.571,111,I am going now I bid you very fond farewell Goodbye [ [ FOOTSTEPS [ I suppose you think that was terribly clever Come on Did you see their faces There are many magic rings in world and none of them should be used lightly It was just bit of fun Oh you are probably right as usual You will keep eye on will not you eyes As often as I can spare them I am leaving everything to him What about ring of yours Is that staying too Yes yes It is in envelope over there on mantelpiece,neutral
21,"No. Wait, it's... here in my pocket. Isn't that...? Isn't that odd, now? Yet, after all, why not? - Why shouldn't I keep it? - I think you should leave the ring behind. Is that so hard? Well, no. And yes. Now it comes to it, I don't feel like parting with it. It's mine. I found it! It came to me! - There's no need to get angry. - Well, if I'm angry, it's your fault! It's mine. My own. - My precious. - Precious? It's been called that before, but not by you. What business is it of yours what I do with my own things?",45.739000000000004,108,No Wait it is here in my pocket Is not that Is not that odd now Yet after all why not Why should not I keep it I think you should leave ring behind Is that so hard Well no And yes Now it comes to it I do not feel like parting with it It is mine I found it It came to me There is need to get angry Well if I am angry it is your fault It is mine My own My precious Precious It is been called that before but not by you What business is it of yours what I do with my own things,anger
22,"I think you've had that ring quite long enough. - You want it for yourself! - Bilbo Baggins! Do not take me for some conjurer of cheap tricks. I am not trying to rob you. I'm trying to help you. [BILBO WHIMPERS] All your long years, we've been friends. Trust me as you once did. Let it go. You're right, Gandalf. The ring must go to Frodo. It's late. The road is long. Yes, it is time. - Bilbo. - Hm? The ring is still in your pocket. Ah. Yes.",41.275000000000006,90,I think you have had ring quite long enough You want it for yourself Do not take me for conjurer of cheap tricks I am not trying to rob you I am trying to help you [ your long years we have been friends Trust me as you once did Let it go You are right ring must go to It is late road is long Yes it is time ring is still in your pocket Ah Yes,caring
23,"I've thought up an ending for my book: ""And he lived happily ever after to the end of his days."" And I'm sure you will, my dear friend. Goodbye, Gandalf. Goodbye, dear Bilbo. BILBO: The road goes ever on and on Until our next meeting. BILBO: It's mine. My own. My precious. Riddles in the dark. Bilbo! My precious. Precious. He's gone, hasn't he? He talked for so long about leaving... I didn't think he'd really do it.",49.408,78,I have thought up ending for my book And he lived happily ever after to end of his days And I am sure you will my dear friend dear road goes ever on and on Until our next meeting It is mine My own My precious Riddles in dark My precious Precious He is gone has not he He talked for so long about leaving I did not think he would really do it,love
24,Gandalf? Bilbo's ring. He's gone to stay with the Elves. He's left you Bag End. Along with all his possessions. The ring is yours now. - Put it somewhere out of sight. - Where are you going? - There are some things that I must see to. - What things? - Questions. Questions that need answering. - You've only just arrived. I don't understand. Neither do I. Keep it secret. Keep it safe. [GOLLUM SCREAMS] GOLLUM: Shire! Baggins!,40.483999999999995,78,Gandalf 's ring He is gone to stay with He is left you Along with his possessions ring is yours now Put it somewhere out of sight Where are you going There are things that I must see to What things Questions Questions that need answering You have only just arrived I do not understand Neither do I. Keep it secret Keep it safe [ Shire Baggins,confusion
25,"[THUNDER RUMBLES] GANDALF: ""The year 3434 of the Second Age. Here follows the account of Isildur, High King of Gondor... and the finding of the Ring of Power."" ""It has come to me. The One Ring. It shall be an heirloom of my kingdom. All those who follow in my bloodline shall be bound to its fate... for I will risk no hurt to the Ring. It is precious to me... though I buy it with great pain. The markings upon the band begin to fade. The writing, which at first was as clear as red flame, has all but disappeared. A secret now that only fire can tell."" [HOOVES CLOPPING] Shire. Baggins.",51.824999999999996,113,[ THUNDER year of Here follows account of High of and finding of of It has come to me It shall be heirloom of my kingdom those who follow in my bloodline shall be bound to its fate for I will risk hurt to It is precious to me though I buy it with great pain markings upon band begin to fade writing which at first was as clear as red flame has all but disappeared secret now that only fire can tell [ HOOVES Shire Baggins,grief
26,"There's no Bagginses around here. They're all up in Hobbiton. That way. To heal my heart and drown my woe Rain may fall and wind may blow But there still be Many miles to go Sweet is the sound of the pouring rain And the stream that falls From hill to plain Better than rain or rippling brook Is a mug of beer inside this Took There's been some strange folk crossing the Shire. Dwarves and others of a less than savory nature. War is brewing. The mountains are fair teeming with goblins. Far-off tales and children's stories, that's all that is. You're beginning to sound like that old Bilbo Baggins. Cracked, he was.",40.81699999999999,114,There is Bagginses around here They are all up in way To heal my heart and drown my woe may fall and wind may blow But there still be Many miles to go is sound of pouring rain And stream that falls From hill to plain Better than rain or rippling brook Is of beer inside this Took There is been strange folk crossing Shire Dwarves and others of less than savory nature War is brewing mountains are fair teeming with goblins Far off tales and children 's stories that is all that is You are beginning to sound like old Cracked he was,sadness
27,"Young Mr. Frodo here, he's cracking. And proud of it. - Cheers, Gaffer. - Cheers. It's none of our concern what goes on beyond our borders. Keep your nose out of trouble, and no trouble'll come to you. - Good night, lads. - Good night. Good night, sweet maiden of the golden ale. Mind who you're sweet-talking. Don't worry, Sam. Rosie knows an idiot when she sees one. Does she? - Good night, Sam. - Good night, Mr. Frodo. Is it secret? Is it safe? [PIG SQUEALS] Ah. What are you doing? Hold out your hand, Frodo.",44.199999999999996,97,Young here he is cracking And proud of it It is none of our concern what goes on beyond our borders Keep your nose out of trouble and trouble'll come to you Good night lads Good night Good night sweet maiden of golden ale Mind who you are sweet talking Do not worry knows idiot when she sees Does she Good night Good night Is it secret Is it safe [ PIG SQUEALS Ah What are you doing Hold out your hand,neutral
28,"It's quite cool. What can you see? Can you see anything? Nothing. There's nothing. Wait. There are markings. It's some form of Elvish. I can't read it. There are few who can. The language is that of Mordor, which I will not utter here. Mordor! In the common tongue, it says: ""One Ring to rule them all... One Ring to find them... One Ring to bring them all... and in the darkness bind them.""",37.647000000000006,74,It is quite cool What can you see Can you see anything Nothing There is nothing Wait There are markings It is form of I can not read it There are few who can language is that of which I will not utter here In common tongue it says Ring to rule them all Ring to find them Ring to bring them all and in darkness bind them,admiration
29,"This is the One Ring... forged by the Dark Lord Sauron in the fires of Mount Doom. Taken by Isildur from the hand of Sauron himself. Bilbo found it. - In Gollum's cave. - Yes. For 60 years, the Ring lay quiet in Bilbo's keeping... prolonging his life, delaying old age. But no longer, Frodo. Evil is stirring in Mordor. The Ring has awoken. It's heard its master's call. But he was destroyed. Sauron was destroyed. [VOICE OF THE RING WHISPERS IN BLACK SPEECH] GANDALF: No, Frodo. The spirit of Sauron endured. His life force is bound to the Ring, and the Ring survived. Sauron has returned.",52.913,107,This is forged by in fires of Taken by from hand of himself found it In 's cave Yes For years lay quiet in 's keeping prolonging his life delaying old age But no longer is stirring in has awoken It is heard its master 's call But he was destroyed was destroyed [ VOICE OF RING WHISPERS IN No spirit of endured His life force is bound to and survived has returned,neutral
30,"His Orcs have multiplied. His fortress at Barad-dûr is rebuilt in the land of Mordor. Sauron needs only this Ring to cover all the lands in a second darkness. He is seeking it. Seeking it. All his thought is bent on it. For the Ring yearns above all else... to return to the hand of its master. They are one... the Ring and the Dark Lord. Frodo... he must never find it. FRODO: All right. We put it away. We keep it hidden. We never speak of it again. No one knows it's here, do they? Do they, Gandalf? There is one other who knew that Bilbo had the Ring.",44.363,110,His have multiplied His fortress at is rebuilt in land of needs only Ring to cover lands in second darkness He is seeking it Seeking it his thought is bent on it For yearns above else to return to hand of its master They are and he must never find it FRODO All right We put it away We keep it hidden We never speak of it again one knows it is here do they Do they There is other who knew that had,neutral
31,"I looked everywhere for the creature Gollum. But the enemy found him first. [GOLLUM SCREAMS] GANDALF: I don't know how long they tortured him. But amidst the endless screams and inane babble, they discerned two words: GOLLUM: Shire! Baggins! Shire. Baggins. But that would lead them here! Who goes there? Take it, Gandalf! - Take it! - No, Frodo. - You must take it! - You cannot offer me this ring! - I'm giving it to you! - Don't tempt me, Frodo! I dare not take it. Not even to keep it safe.",36.897,93,I looked everywhere for creature But enemy found him first [ I do not know how long they tortured him But amidst endless screams and inane babble they discerned words Shire Baggins Shire Baggins But that would lead them here Who goes there Take it Take it No You must take it You can not offer me ring I am giving it to you Do not tempt me I dare not take it Not even to keep it safe,neutral
32,"Understand, Frodo... I would use this Ring from a desire to do good. But through me, it would wield a power too great and terrible to imagine. - But it cannot stay in the Shire! - No. No, it can't. What must I do? - You must leave. And leave quickly. - Where? Where do I go? Get out of the Shire. Make for the village of Bree. Bree. - What about you? - I'll be waiting for you... at the inn of the Prancing Pony. - And the Ring will be safe there? - I don't know, Frodo. I don't have any answers. I must see the head of my order. He is both wise and powerful. Trust me, Frodo. He'll know what to do. You'll have to leave the name of Baggins behind you.",47.407,136,I would use Ring from desire to do good But through me it would wield power too great and terrible to imagine But it can not stay in No No it can not What must I do You must leave And leave quickly Where Where do I go Get out of Shire Make for village of What about you I will be waiting for you at inn of And will be safe there I do not know I do not have answers I must see head of my order He is both wise and powerful Trust me He will know what to do You will have to leave name of behind you,fear
33,"That name is not safe outside the Shire. Travel only by day. And stay off the road. I can cut across country easily enough. My dear Frodo. Hobbits really are amazing creatures. You can learn all that there is to know about their ways in a month. And yet, after a hundred years... they can still surprise you. [RUSTLING] Get down. [GROANING] Confound it all, Samwise Gamgee! Have you been eavesdropping? I haven't been dropping no eaves. Honest. I was cutting the grass under the window. A little late for trimming the verge, don't you think? - I heard raised voices. - What did you hear? Speak! Nothing important.",39.443,109,name is not safe outside Shire Travel only by day And stay off road I can cut across country easily enough My dear really are amazing creatures You can learn all that there is to know about their ways in month And yet after years they can still surprise you [ RUSTLING ] Get down [ GROANING ] Confound it all Have you been eavesdropping I have not been dropping eaves Honest I was cutting grass under window little late for trimming verge do not you think I heard raised voices What did you hear Speak Nothing important,admiration
34,"That is, I heard a good deal about a ring, a Dark Lord and the end of the world but... Please, Mr. Gandalf, sir, don't hurt me. Don't turn me into anything unnatural. No? Perhaps not. I've thought of a better use for you. GANDALF: Come along, Samwise. Keep up. Be careful, both of you. The enemy has many spies in his service: Birds, beasts. Is it safe? Never put it on... for the agents of the Dark Lord will be drawn to its power. Always remember, Frodo... the Ring is trying to get back to its master. It wants to be found. [BIRDS SQUAWKING]",42.816,105,That is I heard good deal about ring and end of world but Please sir do not hurt me Do not turn me into anything unnatural No Perhaps not I have thought of better use for you GANDALF Come along Keep up Be careful both of you enemy has many spies in his service Birds beasts Is it safe Never put it on for agents of will be drawn to its power Always remember is trying to get back to its master It wants to be found [ BIRDS SQUAWKING,caring
35,"This is it. This is what? If I take one more step... it'll be the farthest away from home I've ever been. Come on, Sam. Remember what Bilbo used to say: - ""It's a dangerous business, Frodo."" BILBO: ""Going out your door. You step onto the road, and if you don't keep your feet... there's no knowing where you might be swept off to."" [SINGING IN ELVISH] A Bereth thar Ennui Aeair! O Queen beyond the Western Seas! Sam. Calad ammen i reniar O light to us that wander Wood-elves. Mi 'aladhremmin ennorath Amid the tree-woven lands of Middle-earth. They're going to the harbor beyond the White Towers. A Elbereth Gilthoniel O Elbereth Star-kindler",56.706,114,This is it This is what If I take more step it will be farthest away from home I have ever been Come on Remember what used to say It is dangerous business Going out your door You step onto road and if you do not keep your feet there is knowing where you might be swept off to [ SINGING IN ELVISH thar O Queen beyond ammen i reniar O light to us that wander Wood elves aladhremmin ennorath Amid tree woven lands of Middle earth They are going to harbor beyond O kindler,neutral
36,"To the Grey Havens. SAM: They're leaving Middle-earth. FRODO: Never to return. I chin a thûl lín míriel... Your eyes and breath, like shining jewels... I don't know why... it makes me sad. Everywhere I lie there's a dirty great root sticking into my back. Just shut your eyes... and imagine you're back in your own bed... with a soft mattress and a lovely feather pillow. It's not working, Mr. Frodo. I'm never going to be able to sleep out here. Me neither, Sam. MALE VOICE: Smoke rises from the Mountain of Doom. The hour grows late. And Gandalf the Grey rides to Isengard...",49.446,104,To They are leaving Middle earth FRODO Never to return I chin thûl lín míriel Your eyes and breath like shining jewels I do not know why it makes me sad Everywhere I lie there is dirty great root sticking into my back Just shut your eyes and imagine you are back in your own bed with soft mattress and lovely feather pillow It is not working I am never going to be able to sleep out here Me neither Smoke rises from of hour grows late And rides to,disgust
37,"seeking my counsel. For that is why you have come, is it not? My old friend. Saruman. SARUMAN: You are sure of this? GANDALF: Beyond any doubt. So the Ring of Power has been found. All these long years, it was in the Shire. - Under my very nose. - Yet you did not have the wit to see it. Your love of the halfling's leaf has clearly slowed your mind. But we still have time. Time enough to counter Sauron if we act quickly. Time? What time do you think we have? Sauron has regained much of his former strength. He cannot yet take physical form... but his spirit has lost none of its potency. Concealed within his fortress, the Lord of Mordor sees all.",48.115,126,seeking my counsel For that is why you have come is it not My old friend You are sure of this Beyond doubt So of has been found long years it was in Under my very nose Yet you did not have wit to see it Your love of halfling 's leaf has clearly slowed your mind But we still have time Time enough to counter if we act quickly Time time do you think we have has regained much of his former strength He can not yet take physical form but his spirit has lost none of its potency Concealed within his fortress of sees all,neutral
38,"His gaze pierces cloud, shadow, earth and flesh. You know of what I speak, Gandalf. A Great Eye, lidless, wreathed in flame. The Eye of Sauron. He is gathering all evil to him. Very soon, he'll have summoned an army great enough... for an assault upon Middle-earth. You know this? How? I have seen it. A palantír is a dangerous tool, Saruman. Why? Why should we fear to use it? They are not all accounted for, the lost Seeing-stones. We do not know who else may be watching. The hour is later than you think.",46.784,95,His gaze pierces cloud shadow earth and flesh You know of what I speak lidless wreathed in flame of He is gathering evil to him Very soon he will have summoned army great enough for assault upon Middle earth You know this How I have seen it palantír is dangerous tool Why Why should we fear to use it They are not all accounted for lost Seeing stones We do not know who else may be watching hour is later than you think,fear
39,"Sauron's forces are already moving. The Nine have left Minas Morgul. The Nine? They crossed the River Isen on Midsummer's Eve... disguised as riders in black. - They've reached the Shire? - They will find the Ring. And kill the one who carries it. Frodo! You did not seriously think that a Hobbit could contend with the will of Sauron? There are none who can. Against the power of Mordor... there can be no victory. We must join with him, Gandalf. We must join with Sauron. It would be wise, my friend. Tell me...",42.275999999999996,94,'s forces are already moving have left They crossed on 's disguised as riders in black They have reached Shire They will find And kill one who carries it Frodo You did not seriously think that Hobbit could contend with will of There are none who can Against power of there can be victory We must join with him We must join with It would be wise my friend Tell me,neutral
