Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
29,"About what? It's nothing, really. It's just that video. ...stronger and more durable, which is also... Hey, Katie? Katie, are you okay?",12.379,22,About what It is nothing really It is just video stronger and more durable which is also Hey are you okay,caring
30,"Yes. Katie? Cut this shit out, man. All right, we're all prisoners because of you. So, none of you saw where she went? - No. - Really?",9.629000000000001,27,Yes Cut shit out man All right we are all prisoners because of you So none of you saw where she went No Really,sadness
31,"- Damn it. - I mean, where is she? Yeah, she still hasn't answered any of my texts. Why are the police here? Oh, shit. You see her?",10.024,28,Damn it I mean where is she Yeah she still has not answered any of my texts Why are police here Oh shit You see her,annoyance
32,"Teenager Katie Jensen was last seen on Wednesday, during a school field trip to the historic Clifton Cemetery. As of now, local police have no leads, but are questioning friends and family members in hopes of gaining insight into the reason for her disappearance.",13.582,44,was last seen on during school field trip to historic As of now local police have leads but are questioning friends and family members in hopes of gaining insight into reason for her disappearance,neutral
33,"Citizens with any information are being urged to contact local authorities. You should tell me what really happened to Katie. We never keep secrets from each other. How would you know? You don't know that. Do your homework. Come on, I don't want to talk about it.",13.253000000000002,47,Citizens with information are being urged to contact local authorities You should tell me what really happened to We never keep secrets from other How would you know You do not know that Do your homework Come on I do not want to talk about it,neutral
34,"It was a boy, right? You think I'll tell? I'd never tell. You'd totally tell. Not Mom and Dad. Totally Mom and Dad. Maybe.",8.055000000000001,24,It was boy right You think I will tell I would never tell You would totally tell Not and Totally and Maybe,neutral
35,"Definitely, but you get points for honesty. So, tell me. You don't know. Do you? Just do your work, Lizzie. - Hallie. - Lizzie.",9.543,24,Definitely but you get points for honesty So tell me You do not know Do you Just do your work,admiration
36,"Fine. I could stay home alone, you know. I'm old enough. Physical age, maybe. Did you hear that? Hey, Mom? Dad!",9.895999999999999,21,Fine I could stay home alone you know I am old enough Physical age maybe Did you hear that Hey,realization
37,"Hey, Mom? - Hallie, someone's in here. - Stay here. Okay? Don't move. Hallie? Hallie, what is it? Hallie... We called the police! Katie? Katie?",15.633,25,Hey someone is in here Stay here Okay Do not move Hallie what is it Hallie We called police,caring
38,"Police emergency. Can I help you? Katie. Katie, you here? Mr. Jensen? Where's my daughter?",9.239,15,Police emergency Can I help you you here Where is my daughter,caring
39,I don't know. - Is Katie here? Are you hiding her? - No. I don't know where she is. It's all your fault. She was never into this stuff.,9.782,29,I do not know Is here Are you hiding her No I do not know where she is It is all your fault She was never into stuff,confusion
40,"- All this occult stuff. - Hallie? Lizzie, stay back. - Where is she? - I don't know. - Where is she? - No! Don't! Hallie! - Where is my daughter? - Hallie!",8.613999999999999,33,occult stuff stay back Where is she I do not know Where is she No ! Do not Where is my daughter,confusion
41,"- Lizzie! - Where is she? Let's go. - Stay the hell away from my family! - Hey, hey, hey! You hear me, Jensen? Did you guys really try and summon Slender Man?",7.704,33,Where is she Let us go Stay hell away from my family hey hey You hear me Did you guys really try and,anger
42,Why? - We chickened out. - You chickened out. - I chickened out? - You chickened out. - I remember you being the one... - He chickened out. ...that chickened out.,6.688000000000001,31,Why We chickened out You chickened out I chickened out You chickened out I remember you being He chickened out that chickened out,neutral
43,"Katie's father broke into my house last night. - What? - What? He said something about Katie being into the occult, and then he blamed us for getting her into it. Wait, what did he mean about Katie being into the occult?",9.416,42,'s father broke into my house last night What What He said something about being into occult and then he blamed us for getting her into it Wait what did he mean about being into occult,neutral
44,"I don't know. He was so wasted. This could be the next wrinkle in the story. I don't want to play this game. It's not a game. Katie's missing. Yeah, and we know things that nobody else knows.",13.507000000000001,38,I do not know He was so wasted This could be next wrinkle in story I do not want to play game It is not game 's missing Yeah and we know things that nobody else knows,disappointment
45,"What do we know? We know that she watched that video. Look, we all watched that video. It didn't do anything. When are we gonna admit that Katie was kidnapped? Somebody has her.",12.004999999999999,33,What do we know We know that she watched video Look we all watched video It did not do anything When are we going to admit that was kidnapped Somebody has her,neutral
46,"Yeah, but when we watched that video, it affected all of us. Something happened. I felt it. - I didn't see anything. - I didn't see anything, either. Didn't say I saw it. I said I felt it. And I think you did, too.",13.139000000000001,44,Yeah but when we watched video it affected all of us Something happened I felt it I did not see anything I did not see anything either Did not say I saw it I said I felt it And I think you did too,sadness
47,"And I'm damn sure that Katie felt it, and that's why she disappeared! This is a bad idea. It's just a quick look around, okay? Plus, you know what, he's probably totally passed out by now.",14.607000000000001,36,And I am damn sure that felt it and that is why she disappeared This is bad idea It is just quick look around okay Plus you know what he is probably totally passed out by now,disapproval
48,"I don't know, I just feel like there's got to be something. - You know, like a clue, maybe, or... - You're crazy. You don't realize how he was last night. The back door is always unlocked for when Katie gets home late. Just saying.",13.379,45,I do not know I just feel like there is got to be something You know like clue maybe or You are crazy You do not realize how he was last night back door is always unlocked for when gets home late Just saying,neutral
49,"Great. Then let's go. Told ya. Wren? Hi. Hi, Mr. Jensen. What are you doing here?",9.752,16,Great Then let us go Told Hi What are you doing here,admiration
50,"Well, I just wanted to come down and see if there was anything that I could do, if I could help in any way? Anything I could do. I miss her.",12.469999999999999,31,Well I just wanted to come down and see if there was anything that I could do if I could help in way Anything I could do I miss her,desire
51,People just don't disappear. You want to come in? That'd be great. She's really gone. The police must have taken her laptop.,9.068999999999999,22,People just do not disappear You want to come in That would be great She is really gone police must have taken her laptop,approval
52,What is all this? She used to keep cigarettes and stuff in here. Let's just take it. Okay. Here's the last site she visited. What am I looking at?,12.106,29,What is this She used to keep cigarettes and stuff in here Let us just take it Okay Here is last site she visited What am I looking at,neutral
53,"Here, click it. Okay. Oh, shit. All these, like, town names, and dates and stuff. Click another one.",9.533999999999999,18,Here click it Okay Oh shit these like town names and dates and stuff Click one,annoyance
54,"Okay, guys. Let's go. I am Slender Man. - Dude. - Guys, guys. What is that? What is that? I'm so scared. I'm so...",10.594,24,Okay guys Let us go I am Guys guys What is that What is that I am so scared I am so,fear
55,"Go, go, go! - Oh, God! - Dude, he's there! I can't... - It's him. - I don't like this. - Wait, look. - What?",8.535,25,Go go go Oh he is there I can not It is him I do not like this Wait look What,disapproval
56,"AleeyKat93. Geez. They went back and forth, like, a gazillion times. ""I knew he was there before I saw him."" It's like they're comparing experiences.",11.743,25,They went back and forth like gazillion times I knew he was there before I saw him It is like they are comparing experiences,neutral
57,"Wait, look. Katie posted a video. Look, it's from the night before she disappeared. - What was that? - What did you see? What did you see? - I don't know, I... - I don't know, either.",15.44,37,Wait look posted video Look it is from night before she disappeared What was that What did you see What did you see I do not know I I do not know either,confusion
58,"- I talked to her. - Who? AleeyKat93. It was that girl that Katie was talking to on that website. I messaged her, and she replied. You went back on that website?",10.48,32,I talked to her Who It was girl that was talking to on website I messaged her and she replied You went back on website,neutral
59,"She told me everything. He gets in your head like a virus. What kind of virus? Like a computer virus that infects your hard drive, but instead of your hard drive, it's your brain. - Wren, you're gonna need to slow down... - No, listen to me.",10.925,47,She told me everything He gets in your head like virus kind of virus Like computer virus that infects your hard drive but instead of your hard drive it is your brain you are going to need to slow down No listen to me,neutral
60,"Once the virus takes hold, he's got you. It's done. Some he haunts, some he drives mad. - And others, he takes, like... - Like what? Katie. Listen, I know that this...",14.587,32,Once virus takes hold he is got you It is done Some he haunts some he drives mad And others he takes like Like what Listen I know that this,neutral
61,"This is gonna sound crazy, but AleeyKat said we can ""unveil ourselves."" Okay, if we just surrender something to him that has personal meaning, something that we truly love.",14.087,29,This is going to sound crazy but said we can unveil ourselves Okay if we just surrender something to him that has personal meaning something that we truly love,love
62,"What the hell does that mean? We can contact Slender Man. Why would we do that? To get Katie back. Hello? Katie did it, and the next day, she was just gone.",8.818,32,What hell does that mean We can contact Why would we do that To get back Hello did it and next day she was just gone,anger
63,"Okay, Katie asked Slender Man - to take her? - Yes. Why would she do that? I don't know. You know, maybe she had an alcoholic father, and maybe she hated her life, and maybe she talked about",12.389,38,Okay asked to take her Yes Why would she do that I do not know You know maybe she had alcoholic father and maybe she hated her life and maybe she talked about,confusion
64,"running away all the time, you know? Guys, the police have no leads. Right? Right? So, even if the odds are a million-to-one that any of this is real, or that...",16.352,31,running away time you know Guys police have leads Right Right So even if odds are to one that any of this is real or that,neutral
65,"That he has anything to do with Katie's disappearance, we owe it to her to try. This should work. I guess that I'll... Go first, then.",11.833,26,That he has anything to do with 's disappearance we owe it to her to try This should work I guess that I will Go first then,curiosity
66,"I made this in pottery class, when I was five. This is a picture of me and my dad. It's the only one I have where we're together. It was taken a few months before he died. My grandma made this when Lizzie was born.",12.270000000000001,45,I made this in pottery class when I was This is picture of me and my dad It is only I have where we are together It was taken few months before he died My grandma made this when was born,sadness
67,"She died eight years ago. Surprised you didn't bring one of your trophies, or medals. You said it had to be something I cared about, so... I brought this. Lights out.",10.503,31,She died years ago Surprised you did not bring of your trophies or medals You said it had to be something I cared about so I brought this Lights out,surprise
68,"Okay, so... Listen, once we ask for Katie's return, we have to keep these blindfolds on, all right? AleeyKat said not to look in his face. If you do, you're messed up forever.",15.45,33,Okay so Listen once we ask for 's return we have to keep blindfolds on all right said not to look in his face If you do you are messed up forever,neutral
69,"It's different for everyone, but it only ends in insanity, or death. Okay. Okay, hold my hand, hold my hand. You hold her hand, too, okay? We all have to hold hands. How long do you think we're gonna give this?",15.260000000000002,41,It is different for everyone but it only ends in insanity or death Okay Okay hold my hand hold my hand You hold her hand too okay We all have to hold hands How long do you think we are going to give this,neutral
70,"As long as it takes. Keep your blindfolds on. Do you hear that? Guys, we shouldn't be doing this. - She's right. - It's too late.",10.274,26,As long as it takes Keep your blindfolds on Do you hear that Guys we should not be doing this She is right It is too late,neutral
71,"- Chloe! Chloe! - Chloe, come back! - Come on! Chloe! - Come back, Chloe! Chloe? Hallie! Oh, my God! Hallie.",9.174,21,come back Come on Come back Oh my,neutral
72,"- Where's Chloe? - I don't know! I told her to keep her freaking blindfold on. - She... - Chloe! - Oh, my God, Chloe! - Chloe! Jesus, Chloe, you scared us to death! Where did you go?",11.628,38,Where is I do not know I told her to keep her freaking blindfold on She Oh my you scared us to death Where did you go,surprise
73,"I lost my shoe. It's okay. What happened? - You saw him. - Wren. Chloe, I told you not to take your blindfold off.",7.854999999999999,24,I lost my shoe It is okay What happened You saw him I told you not to take your blindfold off,realization
74,"- Did you see him? - Nothing happened. I just got scared. Okay? Something happened, and she knows it. Something happened back there! You're right. We didn't get Katie back. That's what happened. Come on.",16.454,35,Did you see him Nothing happened I just got scared Okay Something happened and she knows it Something happened back there You are right We did not get back That is what happened Come on,fear
75,"Wait, guys. Wait for me. Hal? Go away. Are you okay? I'm fine!",11.536000000000001,13,Wait guys Wait for me Hal Go away Are you okay I am fine,caring
76,"I'm fine! Just... I'll see you later, okay? Just go to sleep. We'll hang tomorrow, okay? Hey. What's up with Chloe? It's been a few days. She's fine. Just a cold.",14.894,31,I am fine Just I will see you later okay Just go to sleep We will hang tomorrow okay Hey What is up with It is been few days She is fine Just cold,caring
77,"Hey, Hallie! Wait up. - Hey. - Hey. How you holding up? I mean, with Katie and everything. Well, I'm okay. I... Hey, tomorrow's Friday.",15.469,25,Hey Wait up Hey Hey How you holding up I mean with and everything Well I am okay I Hey tomorrow 's,caring
78,"We got the weekend coming up. I was thinking, maybe we should do something. Yeah, sure. You want to come over tomorrow night? To my place? Hallie.",13.779,27,We got weekend coming up I was thinking maybe we should do something Yeah sure You want to come over tomorrow night To my place Hallie,approval
79,"Hallie? - What? - Are you okay? Yeah, that's cool. Your place? Sure. I'll see you later?",8.908999999999999,17,What Are you okay Yeah that is cool Your place Sure I will see you later,caring
80,"Okay. Hallie. Hallie, can you... Can you hear me? I... Hello? Oh, God. Please! Please help!",13.745000000000001,16,Okay Hallie can you Can you hear me I Hello Oh Please Please help,caring
81,"No! No, no! No! Please! No, no! Miss, are you all right?",12.385000000000002,12,No No no No Please No no are you all right,caring
82,"- Are you okay? - Oh, God. I'm sorry. I'm sorry. I'm sorry. Hey. Are you not getting my texts, or something? - Look, Wren, I don't... - No, no, no.",10.857,31,Are you okay Oh I am sorry I am sorry I am sorry Hey Are you not getting my texts or something I do not No no no,caring
83,"Look at me. I found proof. I found the proof. Right? Look, look, look, I understand. I understand now, what AleeyKat was trying to tell me. It's proof. Read this. Read this with me. Okay, it says, ""paranormal contact with bioelectric systems",10.57,42,Look at me I found proof I found proof Right Look look look I understand I understand now what was trying to tell me It is proof Read this Read this with me Okay it says paranormal contact with bioelectric systems,neutral
84,"""often results in a symbiotic relationship. ""The effects on host organisms have been well documented and manifest ""in various forms, such as..."" - Wren. Wren. Calm down. - No, no, no. Listen to me. ""Personality change, bizarre behavior,",14.821,38,often results in symbiotic relationship effects on host organisms have been well documented and manifest in various forms such as down No no no Listen to me Personality change bizarre behavior,neutral
85,"""mental illness, psychosis, loss of contact with reality, ""self-mutilation, and suicide. ""And nonspecific dissolution."" They just disappear. Has...",15.724,18,mental illness psychosis loss of contact with reality self mutilation and suicide And nonspecific dissolution They just disappear Has,sadness
86,"Has anything weird happened to you lately, or strange, or... Do not hold out on me. - Okay, so, I was talking with Tom... - Tom? - What's wrong with Tom? - What? Who gives a shit about Tom, Hal? - Just tell me what happened. - Okay.",15.535,48,Has anything weird happened to you lately or strange or Do not hold out on me Okay so I was talking with What is wrong with What Who gives shit about Just tell me what happened Okay,curiosity
87,"I thought I saw something in the trees. It was him. And, what about Chloe? Have you talked to her? I don't know. I've called her house, and her mom keeps telling me she's sick. Last time I called, she pretty much flat out told me to stay away.",14.347000000000001,49,I thought I saw something in trees It was him And what about Have you talked to her I do not know I have called her house and her mother keeps telling me she is sick Last time I called she pretty much flat out told me to stay away,neutral
88,"We need to go there right now. Wren, there's nothing we can do, and I have track. - I can't just leave. - Track? I thought you didn't care about track anymore. I thought you cared about Chloe.",12.708,38,We need to go there right now there is nothing we can do and I have track I can not just leave I thought you did not care about track anymore I thought you cared about,disappointment
89,"Chloe. Chloe. Wake up. What the hell was that? I don't know, but I told... I knew that she saw his face in the woods, you know?",9.850999999999999,27,Wake up What hell was that I do not know but I told I knew that she saw his face in woods you know,anger
90,"I knew that she was lying, too. I knew that. I don't want to do this anymore. Yeah, I don't, either. But I'm stuck in it. And you are, too. You just don't realize it yet.",12.628,36,I knew that she was lying too I knew that I do not want to do this anymore Yeah I do not either But I am stuck in it And you are too You just do not realize it yet,realization
91,"Don't look at me like that. I'm not doing a ""thing."" All right. ""All right""? Yeah, don't say ""All right."" We only watched the website video. But Chloe, she saw him in the woods.",14.267999999999999,34,Do not look at me like that I am not doing thing All right All right Yeah do not say All right We only watched website video But she saw him in woods,neutral
92,"- Wren, I can't keep... - Read the book that I showed you. You will see the body count, okay? Thousands of disappearances. Search parties, faces on milk cartons. I'm not making this shit up. And it all happened exactly like AleeyKat said. It's probably some 50-year-old dude living in his parents' basement,",18.023,53,I can not keep Read book that I showed you You will see body count okay Thousands of disappearances Search parties faces on milk cartons I am not making shit up And it all happened exactly like said It is probably year old dude living in his parents ' basement,surprise
93,"getting off on e-mailing teenage girls every day. Did you ever think of that? Did you? So, you think that you can just go back to real life? Yeah, I do. In fact, I have a real-life date with real-life Tom tonight. In real life.",14.576999999999998,45,getting off on e - mailing teenage girls day Did you ever think of that Did you So you think that you can just go back to real life Yeah I do In fact I have real life date with real life tonight In real life,neutral
94,He's not gonna stop! And going on a date with fucking Abercrombie Tom is not gonna change anything! You know I'm right! You know I'm right.,11.183,26,He is not going to stop And going on date with fucking is not going to change anything You know I am right You know I am right,annoyance
95,- Hey. - Hey. Sorry I'm late. - No worries. Come on in. - Thanks. I thought I had the wrong house because there weren't any cars in the driveway.,8.858,30,Hey Hey Sorry I am late worries Come on in I thought I had wrong house because there were not cars in driveway,remorse
96,"Yeah, my dad's at this business thing, and Mom's at her book club, so... So, nobody's home? No, it's just us. Is that okay? - Yeah? - Yeah. I didn't know you were such a music geek.",12.230999999999998,37,Yeah my dad 's at business thing and 's at her book club so So nobody 's home No it is just us Is that okay Yeah Yeah I did not know you were music geek,neutral
97,"So, this is my dad's, but I like it. Cool. Do you want me to put something else on, or... - No. This is great. - Okay. Cool. - What? - Do you hear that?",13.666,35,So this is my dad 's but I like it Cool Do you want me to put something else on or No This is great Okay Cool What Do you hear that,admiration
98,"Yeah. It's good, right? Hey. Hey, come here. What the hell? Hallie, I didn't do anything.",7.623,16,Yeah It is good right Hey Hey come here What hell I did not do anything,annoyance
99,"I know. Oh, God. Are you okay? Here. Have you told anyone else about this? If Katie was on some weird Slender Man website, then,",13.471,25,I know Oh Are you okay Here Have you told anyone else about this If was on weird website then,caring
100,"who knows who she met? I mean... Probably some weird guy in a van, you know? I hate to say it. Is this it? - No, don't. - Come on.",12.966999999999999,30,who knows who she met I mean Probably weird guy in van you know I hate to say it Is this it No do not Come on,disgust
101,"Tom, please. You can't go on that site. - It's just a video. - It's not just a video. Promise me you won't ever watch that video. Tom, I'm serious. Please promise. Okay. Okay, I promise.",14.263000000000002,36,please You can not go on site It is just video It is not just video Promise me you will not ever watch video I am serious Please promise Okay Okay I promise,caring
102,"Really. I need to go. All right, first, let's all take a moment to observe... - Tom. Hey. - ...the exterior anatomy here. Tom? Tom.",13.136,25,Really I need to go All right first let us all take moment to observe Hey exterior anatomy here,neutral
103,"Hey. Are you okay? Now, you'll notice that the cornea looks a little cloudy and bluish. That happens naturally because of the preservation process. So, very carefully, with your scalpels, I want you to make a slice right through the sclera as evenly as you can.",15.699,46,Hey Are you okay Now you will notice that cornea looks little cloudy and bluish That happens naturally because of preservation process So very carefully with your scalpels I want you to make slice right through sclera as evenly as you can,caring
104,That's gonna separate the anterior features of the eye. Hallie. - Katie? - Hallie. Hallie. Katie?,12.756,16,That is going to separate anterior features of eye Hallie Hallie,neutral
105,"Hallie! - Help me, Hallie. - Katie? Katie? Hallie. Katie!",8.533,10,Hallie Help me Hallie,neutral
106,"Katie, come back! Katie! Katie! Katie! Katie!",9.308,7,come back,neutral
107,"Katie! Hallie, help me. - Come on, breathe. - You're gonna be okay. - Breathe... - How long did they say? - I don't know. Come on. Come on. - It's gonna be okay.",9.927,34,help me Come on breathe You are going to be okay How long did they say I do not know Come on Come on It is going to be okay,caring
108,"- Just breathe, sweetheart. - Breathe, breathe. Come on. We got you. We got you. Stay up. That's right, deep breath. - Just breathe. Deep breaths. - Lizzie, what's going on? Oh, my God. Lizzie!",8.850999999999999,35,Just breathe sweetheart breathe Come on We got you We got you Stay up That is right deep breath Just breathe Deep breaths what is going on Oh my,caring
109,"- The ambulance is on its way. - Lizzie. Lizzie, it's okay. Just look at me. - We got you. - It's okay, baby, it's okay. Okay, the ambulance is on its way, honey. No. No, Lizzie!",9.606,37,ambulance is on its way it is okay Just look at me We got you It is okay baby it is okay Okay ambulance is on its way honey No No,caring
110,"- Lizzie, wake up! Lizzie! - We're all here, Lizzie. - Dad, do something! - Where is that ambulance? - I'm doing my best. Come on, Lizzie! - Lizzie, wake up! - Come on, Lizzie, just breathe. - Lizzie, wake up! Blood tests are negative. She's gonna be fine.",10.64,49,wake up We are all here do something Where is ambulance I am doing my best Come on wake up Come on just breathe wake up Blood tests are negative She is going to be fine,caring
111,They think it was just some kind of panic attack. They want to keep her to monitor her for at least another day. No. No. Lizzie? Lizzie? Lizzie! Lizzie!,16.826999999999998,29,They think it was just kind of panic attack They want to keep her to monitor her for at least day No No,neutral
112,"Lizzie! Lizzie, please. Lizzie? Hallie? Hallie?",7.385,6,please Hallie,neutral
113,"Hallie, are you okay? - What's the matter? - Sweetheart, what's going on? Hey. She's okay. She's okay. It's all right. She's gonna be fine. Dr. Barnes, 4721. Dr. Barnes, 4721.",16.927,31,are you okay What is matter what is going on Hey She is okay She is okay It is all right She is going to be fine,caring
114,- BP 80/40. - Let's get her moving. - Lizzie! - Get her moving. - Lizzie! - Let's get her moving. - Where are they taking her? - I've got to get her to the ICU. - Lizzie! - He had no face.,9.136999999999999,43,Let us get her moving Get her moving Let us get her moving Where are they taking her I have got to get her to He had face,neutral
115,"He had no face! He had no face! He had no face! Lizzie! Okay. So, now, what do I do? Just sacrifice something you love.",10.874,25,He had face He had face He had face Lizzie Okay So now what do I do Just sacrifice something you love,love
116,"Wren! Damn it, Wren! I know you're in there! Open up! Wren! Wren!",10.671999999999999,13,it I know you are in there Open up,neutral
117,"Wren! Wren, what are you doing? Wren, take my hand. Come on. Wren, you're gonna fall! Wren. Wren!",8.533,18,what are you doing take my hand Come on you are going to fall,neutral
