Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
11,"- Here she comes. Here she comes. - Excuse me. Thank you. - For letting me use the phone. - Oh, sure. - And for the quarter. - Are you okay? I've got a few problems, but... Well, you know, we got a van. It's nice. Yeah, well... No, no, I'm asking you if you want a ride. Oh, but, uh, it's broken. - Well... - Your name's Daisy, isn't it? I overheard your name was Daisy. You know, I haven't heard that name around here. It's really nice too. It's... No, I have heard it, 'cause it's like the flower...",33.844,101,Here she comes Here she comes Excuse me Thank you For letting me use phone Oh sure And for quarter Are you okay I have got few problems but Well you know we got van It is nice Yeah well No no I am asking you if you want ride Oh but uh it is broken Well Your name 's is not it I overheard your name was You know I have not heard name around here It is really nice too It is No I have heard it because it is like flower,gratitude
12,"and everything, but... Not that I hang around the flower shops or nothin' like that. What my brother is trying to say is he doesn't know what to say. Doesn't even know how to begin, but... he has offered you a ride, and if it would help you out, please... step into the van. That might not be a bad idea. Okay. Thanks. - I thought it was broken. - I fixed it. Oh, here. This is as far as we can go. - I'll have to walk the rest of the way. - Wait. W-W-Wait.",31.558,96,and everything but Not that I hang around flower shops or nothing like that What my brother is trying to say is he does not know what to say Does not even know how to begin but he has offered you ride and if it would help you out please step into van That might not be bad idea Okay Thanks I thought it was broken I fixed it Oh here This is as far as we can go I will have to walk rest of way Wait -,gratitude
13,"- Ma'am. - Oh! Why, thank you, sir. - Well, thank you for the ride. - It's a pleasure to meet me. I mean, it's a pleasure to meet you. - Dinner. - Do you eat? Yeah. - Dinner? - Sure. - Tonight. - Tonight? Oh. Okay. - At 6:00, all right? - Be here. Great. Bye.",28.682000000000002,57,Oh Why thank you Well thank you for ride It is pleasure to meet me I mean it is pleasure to meet you Do you eat Yeah Tonight Oh Okay At all right Be here Great,gratitude
14,"Bye. What would you do without your big brother, huh? Like to give it a shot and find out. - Ah, come on! - I'm just about to ask her that. You weren't about to ask her nothin'. You was gonna let her go. - Now she's gonna think I'm a complete idiot. - You're gonna see her tonight. You'll impress her with your manners. Yeah, but why did you tell her that I suck my thumb, huh? So, now, let me get this perfectly clear here. What we're discussing is bones. - Not exactly. - Okay, so Scapelli blasted...",28.382999999999996,100,Bye What would you do without your big brother Like to give it shot and find out Ah come on I am just about to ask her that You were not about to ask her nothing You was going to let her go Now she is going to think I am complete idiot You are going to see her tonight You will impress her with your manners Yeah but why did you tell her that I suck my thumb So now let me get this perfectly clear here What we are discussing is bones Not exactly Okay so blasted,neutral
15,"- Hey! - through the bone and rock and found what? - Iridium. - Oh. Well, that's, that's unbelievable. Well, it means that a meteorite hit here a long time ago, and... well, we think it could be what destroyed all the dinosaurs. Wow, there were dinosaurs in Brooklyn? Relax, Luigi. There used to be Dodgers here too. Hey, I got an idea. Why don't you come on down to the tanning salon... and I can hook you up with some free tans. Bring a nice bathing suit. Something strapless so you don't get a tan line.",32.469,97,Hey through bone and rock and found what Oh Well that is that is unbelievable Well it means that meteorite hit here long time ago and well we think it could be what destroyed dinosaurs Wow there were dinosaurs in There used to be Dodgers here too Hey I got idea Why do not you come on down to tanning salon and I can hook you up with free tans Bring nice bathing suit Something strapless so you do not get tan line,surprise
16,"- And you want to take off that rock. - Well, actually, you know... I, I never take it off. Well, I know it sounds weird, but, I mean... it's the only thing I have from when I was found. - Found? - Oh, I was abandoned. - Ohh! - I grew up at St. Theresa's on Fulton street. You mean, you don't know who your mother and your father are neither? No. What do you mean ""neither""? 'Cause Mario here brought me up. - He's been my mother my whole life. - Hey! My father, my father! He's been my father, my uncle, my brother, everybody.",34.230000000000004,107,And you want to take off rock Well actually you know I I never take it off Well I know it sounds weird but I mean it is only thing I have from when I was found Found Oh I was abandoned I grew up at 's on street You mean you do not know who your mother and your father are neither No What do you mean neither Because here brought me up He is been my mother my whole life Hey My father my father He is been my father my uncle my brother everybody,realization
17,"Well, what are you two kids gonna do tonight? Well, we could take the van back ourselves. Um, if you're not doing anything later tonight... I would like to walk you home. Okay. - Spike! Spike! - Iggy. - Where're you going? That's not the girl. - I'm goin' to get the girl. Yes, it is. She's wearing a disguise. I can spot her a mile away. Of course she's wearing a disguise. She thinks she can fool us. - I'm gonna go get her. - I'm gonna go get her. Wait a minute. We'll follow her, and then we'll both go get her.",32.935,104,Well what are you kids going to do tonight Well we could take van back ourselves Um if you are not doing anything later tonight I would like to walk you home Okay Where are you going That is not girl I am going to get girl Yes it is She is wearing disguise I can spot her mile away Of course she is wearing disguise She thinks she can fool us I am going to go get her I am going to go get her Wait minute We will follow her and then we will both go get her,neutral
18,"- Good idea. I bag her, you grab her. - No, I grab her, you bag her. - That's what I said. - Exactly. - This is the one. - That's what you said about the last four girls. - I did? - You did. Outta my way! You know, I just wanna say one thing first. I want to apologize right now, in case... when I start to get talkin'... and I start to say things that sound really weird... Uh, weird? Weird... Look, weird is working in a bone pit all day. And then spending your nights reading about things that have been dead for 65 million years. - I mean, that is weird. - Well, I... I find that fascinating.",32.707,123,Good idea I bag her you grab her No I grab her you bag her That is what I said Exactly This is That is what you said about last girls I did You did Outta my way You know I just want to say thing first I want to apologize right now in case when I start to get and I start to say things that sound really weird Uh weird Weird is working in bone pit day And then spending your nights reading about things that have been dead for years I mean that is weird Well I I find that fascinating,approval
19,"And I mean... You know what, if you just wanna end this right now... - I would understand. - You know, I was gonna ask you the same thing. If, if you wanna end this right now and you feel bad about that... but you wanna talk to somebody about it, you could call me. You really think what I do is interesting? I think it's incredible. Well, you know... if you want... I could show you. I'd love you to show me. Show me. - See you tomorrow. - Okay. Good night, okay? Drive carefully.",30.829,96,And I mean You know what if you just want to end this right now I would understand You know I was going to ask you same thing If if you want to end this right now and you feel bad about that but you want to talk to somebody about it you could call me You really think what I do is interesting I think it is incredible Well you know if you want I could show you I would love you to show me Show me See you tomorrow Okay Good night okay Drive carefully,admiration
20,"Mario! You don't stand a chance. I won. That's what you think. Oh, that was sneaky. We don't even have any security here. That's what I was calling about on the phone today. You see, I can't get the university to give me any extra money. - Is that why you were talking about Scapelli? - Yeah, well... Scapelli was down here with his crew blasting at the site... and that's when they found the fossils.",27.244,76,You do not stand chance I won That is what you think Oh that was sneaky We do not even have security here That is what I was calling about on phone today You see I can not get university to give me extra money Is that why you were talking about Yeah well was down here with his crew blasting at site and that is when they found fossils,neutral
21,"- Are you sure you know where you're goin'? - It's just ahead. Is this your office or somethin'? Doesn't it give you the creeps? Well, it's more like a home. I feel comfortable down here. Comfortable? Okay. - Well, this is it. Have a look. - Wow! Awesome! Oh, check this out! These are all strange new species. Look at this one. The way the bones fit here... and the opposable thumb. It's almost as if... he was a monster trying to be a human being. It's beautiful.",35.505,89,Are you sure you know where you are going It is just ahead Is this your office or something Does not it give you creeps Well it is more like home I feel comfortable down here Comfortable Okay Well this is it Have look Wow Awesome Oh check this out These are all strange new species Look at one way bones fit here and opposable thumb It is almost as if he was monster trying to be human being It is beautiful,admiration
22,"You're beautiful. - Oh, my... Hey! Hey! - Hey, you guys! - It's the Scapellis! - Oh, no! Well, what did they, they do? What've you got down there? They're destroying everything. Is it the sump pump? Thank God you're here! I mean... - What do you mean? - I mean, you're a plumber, right? Oh, yeah. Well, I don't know exactly what to do. - Mario, Scapelli's floodin' the site! - We need your help. - Scapelli? - Yeah.",29.883000000000003,80,You are beautiful Oh my Hey Hey Hey you guys It is Oh no Well what did they they do What have you got down there They are destroying everything Is it sump pump Thank you are here I mean What do you mean I mean you are plumber right Oh yeah Well I do not know exactly what to do 's floodin site We need your help Yeah,admiration
23,"Strap your belt on, kid. We're goin' in. Scapelli's been trying to force us out ever since we got here. It's sabotage. Down here! Hurry! - This way! - Allow me. I'm a professional. - Looks like the bottom one, right? - Yeah. - One and 1/16, open-ended. - One and 1/16, open-ended. Wrong again. How many times have we got this wrong? - You've gotten it wrong five times. - ""O"" for five, ""O"" for five. - What percent is that? - I don't know. Let me think. I don't know, but it's not good. If we get it wrong one more time, he's gonna kill us.",36.257999999999996,108,Strap your belt on kid We are going in 's been trying to force us out ever since we got here It is sabotage Down here Hurry way Allow me I am professional Looks like bottom one right Yeah and open ended and open ended Wrong again How many times have we got wrong You have gotten it wrong times O for O for percent is that I do not know Let me think I do not know but it is not good If we get it wrong more time he is going to kill us,anger
24,"He's not gonna kill us. He's not that nice. Up ahead. It's her. I sense her. I definitely know it's her. Basin wrench. - Basin wrench. - Great. - Here. Hand. - Hand. Now, does this guy know his stuff, or does this guy know his stuff, huh? - Okay, you ready? - Say when. Let's go... now. Scapelli's just an amateur.",34.437999999999995,62,He is not going to kill us He is not that nice Up ahead It is her I sense her I definitely know it is her wrench wrench Great Here Hand Now does guy know his stuff or does guy know his stuff Okay you ready Say when Let us go now 's just amateur,neutral
25,"Daisy? Daisy, where are you? Daisy! Answer me! Daisy, where are you? Come on, let's go this way. - No, no. No, it's this way. - Come on, let's go this way. - That's the echo. - How do you know? - I've been listening to pipes all my life. Come on. - Okay, come on. Daisy! Luigi, this is a mistake. It's a dead end. Come on, let's turn back. - Okay, then you go back. - Luigi, please. - Give me the light. Come on, give me the light. - Luigi! Daisy? Luigi, you see how deep that is? Get back.",32.344,103,where are you Answer me where are you Come on let us go way No no No it is way Come on let us go way That is echo How do you know I have been listening to pipes my life Come on Okay come on this is mistake It is dead end Come on let us turn back Okay then you go back please Give me light Come on give me light you see how deep that is Get back,neutral
26,"- Aaah! Lean back! - The light! Let it go! - Oh, God! - Ahhh! Hold on to me. Daisy? Daisy? - Watch it. - Luigi! You see that? Help me! Daisy! Is that you? Luigi!",28.791000000000004,36,Lean back light Let it go Oh Ahhh Hold on to me Watch it You see that Help me Is that you,neutral
27,"- No! - Luigi! - Daisy? - Get off of me! No! - Did you see that? - Yeah, did you? - Yeah. - Oh. That's solid rock! - I got a feelin'. - No, Luigi, forget it. - I gotta go with it. - Forget it, it's rock. Look down there. Luigi! Luigi! I don't believe this.",27.825000000000003,58,No Get off of me No Did you see that Yeah did you Yeah Oh That is solid rock I got feelin forget it I got to go with it Forget it it is rock Look down there I do not believe this,anger
28,"- Mario! - I disintegrated. Am I still here? What is this place? There she is, come on! Come on, let's go, run! - Where are you taking me? - Back to where you belong. - No, you're hurting me! - I'm gonna kill 'em! No, you're not gonna kill 'em. Not if I get there first. I'm gonna break every bone in their body, and then I'm gonna kill 'em. I'm really gonna kill 'em. - Help me! - Daisy, I'm coming! - Get off of me! - Excuse me. - You better not hurt her! - Help!",29.772000000000002,99,I disintegrated Am I still here What is place There she is come on Come on let us go run Where are you taking me Back to where you belong No you are hurting me I am going to kill them No you are not going to kill them Not if I get there first I am going to break bone in their body and then I am going to kill them I am really going to kill them Help me I am coming Get off of me Excuse me You better not hurt her Help,anger
29,"Grade-A Express to Koopa Canyon! Excuse me. I'm sorry. Excuse me, I'm sorry. Gentlemen, the Koopa Union is cancelled. - Passengers transfer at Koopa Square. - Get out of my way! Where the hell are we? This is crazy! We went under the river, but this can't be Manhattan. Where is this place? I don't know, I ain't been to Manhattan in a couple of weeks. Must've been a bad couple of weeks. - No! - There she is! - Daisy! - Luigi?",31.944,83,A to Excuse me I am sorry Excuse me I am sorry Gentlemen is cancelled Passengers transfer at Get out of my way Where hell are we This is crazy We went under river but this can not be Where is place I do not know I are not been to in couple of weeks Must have been bad couple of weeks No There she is,remorse
30,"- Daisy! - Luigi! - Mario! - We're coming! - You better not hurt her! Somebody, do something! - Hey! - No stalling up traffic. Move along! - Somebody stop her! Daisy! - Are you a cop, or what? - Come on, get off me, man! - Are you okay? - I'm okay, yeah. - You're the one without the patent. - Yeah, well, you're the old one. - Oh, my God! Look at that! - Get outta here! Watch out! Excuse me. - This stuff's sticky. - Yuck! - Hey. - Get away from my baby! Get away from my baby!",33.38,102,We are coming You better not hurt her Somebody do something Hey No stalling up traffic Move along Somebody stop her Are you cop or what Come on get off me man Are you okay I am okay yeah You are without patent Yeah well you are old Oh my Look at that Get outta here Watch out Excuse me stuff 's sticky Hey Get away from my baby Get away from my baby,caring
31,"- What is this place? This is crazy! - I don't know. - Where are we? - I don't know. Maybe we got knocked unconscious... for a hundred years, and we woke up in the Manhattan of the future. Maybe the Bronx of today. - No wonder they tell you never to come up here. - Mario, I got a feelin'. - I got a feelin' we're not in Brooklyn no more. - Where're you goin'? Hey! Look at this place. Pathetic. It gets worse every day. - It's disgusting. - The humans on the other side... - have a world full of resources ready for the taking. - Imagine an endless supply of food... - I know. Clean air, water... and what are we stuck with?",38.440999999999995,127,What is place This is crazy I do not know Where are we I do not know Maybe we got knocked unconscious for years and we woke up in of future Maybe of today wonder they tell you never to come up here I got feelin I got feelin we are not in no more Where are you going Hey Look at place Pathetic It gets worse day It is disgusting humans on other side have world full of resources ready for taking Imagine endless supply of food I know Clean air water and what are we stuck with,disgust
32,"This... pit hole... germs everywhere, fungus. Sixty-five million years... we've been exiled here... after the meteorite struck... while mammals roam free in the other dimension. Well... not for long. When you get your rock. When I get the princess. - Princess? - I need the rock... and the Princess Daisy. I'll finally be able to merge our world with theirs and get rid of the mammals!",35.139,66,pit hole germs everywhere fungus years we have been exiled here after meteorite struck while mammals roam free in other dimension Well not for long When you get your rock When I get princess I need rock and I will finally be able to merge our world with theirs and get rid of mammals,neutral
33,"Yes, it's everything you've hoped for, everything you've worked for. - Excuse me, cousin. - Hello, morons. - Hello. - Hello. - I captured the princess. She's being de-fungused. - Ah! Ah! - But I took her through the gateway. - I recognized her. He couldn't tell one mammal from another. Good. Now... where's the rock? - Rock, sir? - Rock, sir? The meteorite piece that she wears around her neck... and I told you not to forget it! - That rock. - I told you not to forget it!",30.934000000000005,90,Yes it is everything you have hoped for everything you have worked for Excuse me cousin morons I captured princess She is being de - fungused Ah Ah But I took her through gateway I recognized her He could not tell mammal from another Good Now where is rock sir meteorite piece that she wears around her neck and I told you not to forget it rock I told you not to forget it,neutral
34,"And I told you to remind him! Without that piece the meteorite lays dormant. I'll not be able to merge the dimensions. Where is it? - The plumbers took it. - Plumbers? Plumber alert. Plumber alert. That's right. The Koopa man is looking for a couple of plumbers. And there's a big coin reward, 2,000 gold Koopa coins. Guess he must have a serious plumbing problem.",31.078000000000003,66,And I told you to remind him Without piece meteorite lays dormant I will not be able to merge dimensions Where is it plumbers took it Plumbers alert That is right man is looking for couple of plumbers And there is big coin reward gold coins Guess he must have serious plumbing problem,neutral
35,"Fried tweeter, only 20 Koopas. Enjoy your spiny burger here. Hey, fried tweeter, only 20 Koopas. You like little wigglers? Hey, listen. If we're gonna eat in this place, we're gonna have to be very, very hungry. Excuse me, excuse me, Miss Lady, can you tell me where I am? Yeah, you're in my way, egg suckers. Who are these people? - Are you boys new here in town? - Lady, we're lookin' for somebody... - and we're from Brooklyn. - Yeah. You know, boys, it's very dangerous here in this neighborhood. - You shouldn't wander around without a weapon. - Yeah. - You got one? - No.",31.512999999999998,108,Fried tweeter only Koopas Enjoy your spiny burger here Hey fried tweeter only Koopas You like little wigglers Hey listen If we are going to eat in place we are going to have to be very very hungry Excuse me excuse me can you tell me where I am Yeah you are in my way egg suckers Who are people Are you boys new here in town we are lookin for somebody and we are from Yeah You know boys it is very dangerous here in neighborhood You should not wander around without weapon Yeah You got No,neutral
36,"All right. Get 'em up, suckers! Koopa coins! I need Koopa coins! - Well, this oughta do... - D-D-Don't touch that! - just fine! - That's not even ours! - Hey! - Let me go! What are you d... Put me down! Bats! Um, you wanna give us the rock back, lady? Come and get it, big boy. Hey! Hey, guys! Cheer up! Things could get worse.",33.527,67,All right Get them up suckers coins I need coins Well do D D Do not touch that just fine That is not even ours Hey Let me go What are you Put me down Bats Um you want to give us rock back lady Come and get it big boy Hey Hey guys Cheer up Things could get worse,anger
37,"# Ain't got no water anywhere # # Food's bad, so's the air # # Got no resources in a great big stupor # # All because of the evil King Koopa # - Whoaah! - You know the law, Toad. Hey, wait a minute. You can't arrest a guy for just singin' a song. For anti-Koopa songs, we can. Ah-ha! Plumbers! - He is. I'm just apprenticing. But I didn't do anything! - Get in the car! Are you tellin' us that you can arrest a guy for bein' a plumber? Get outta here! - Get in there, plumber! Now! - Hey, what is this?",36.303999999999995,106,# Are not got water anywhere # # 's bad so is air # # Got resources in great big stupor # # All because of evil # You know law Hey wait minute You can not arrest guy for just singin song For anti - Koopa songs we can Ah - ha Plumbers He is I am just apprenticing But I did not do anything Get in car Are you ' us that you can arrest guy for ' plumber Get outta here Get in there Now Hey what is this,neutral
38,"- What did we do? - I'm gettin' arrested for bein' a plumber! Write his number down! - Stop pushing me! - Is that Daisy? - Daisy. Daisy! You too! Daisy! - Daniella? Daniella! - Are you okay? - What's going on? I don't really know. There's this guy, his name is Koopa. And he's lookin' for this princess. I guess none of us here fit the bill. You boys ain't from around here, are ya? - Brooklyn. - Brooklyn. Hey, what're you doin'? - Name? - Mario.",33.15,88,What did we do I am gettin arrested for plumber Write his number down Stop pushing me Is that You too Are you okay What is going on I do not really know There is guy his name is And he is lookin for princess I guess none of us here fit bill You boys are not from around here are ya Hey what are you doing Name,neutral
39,"- Last name? - Mario. - Okay, what's your name? - Luigi. - Luigi Luigi? - No, Luigi Mario. Okay, look! How many Marios are there between the two of you? There's three. There's Mario Mario and Luigi Mario. Mike! Mike! Help these Marios around the side. Stop pushin' me around. Prepare to be de-fungused. I'm not goin' in there! Hold still. It's cold!",31.385,64,Last name Okay what is your name Okay look How many Marios are there between of you There is There is and Help Marios around side Stop pushin ' me around Prepare to be de - fungused I am not going in there Hold still It is cold,neutral
40,"What is this? Let's go, move it! Come on! That way, let's go! What was that? The fungus unit. The fungus is choking the city. - Come on, move! Move! - Oh, come on! - Give me a break, man. - Okay, through the gate! Through the gate! Move it! Go! Go! Let's go! Go! Come on! Hey, Mario, look. I grew an inch. Hey, what's that? What's that red... Oh, my God!",26.506,73,What is this Let us go move it Come on way let us go What was that fungus unit fungus is choking city Come on move Move Oh come on Give me break man Okay through gate Through gate Move it Go Go Let us go Go Come on Hey look I grew inch Hey what is that What is red Oh my,neutral
41,"Oh, no! Oh, no! Are we dead? #How, how, how # #Sitting here in a cramped detention # # With brothers from another dimension # # Thinkin' about my sur... ## Say, what's another word that rhymes with ""dimension""? - Yeah, ""tension. "" And I'm full of it, so shut up. - Wait a minute! What did you mean ""another dimension""? Did you mean like... - our worlds have crossed over or somethin' like that? - Sure, kid.",34.061,78,Oh no Oh no Are we dead # How how how # # Sitting here in cramped detention # # With brothers from dimension # # about my sur # what is word that rhymes with dimension Yeah tension And I am full of it so shut up Wait minute What did you mean dimension Did you mean like our worlds have crossed over or something like that kid,surprise
42,"You know, according to history, a long time ago a big meteorite came... - and blasted our universes into parallel dimensions. - Yeah. You know what else I think? All that fungus out there. That's our old king. It's true. But he's been de-evolved. That's right. He's been de-evolved into fungus, and now... - he's wreaking his revenge on the city. - Mario Brothers! Yeah, that's us! You better get a lawyer and get us outta this chicken coop. - Yeah, me too! - You got one. - Let's go. Come on. - Just let me do the talking. Shut up! Boys, boys... sit down.",37.166000000000004,105,You know according to history long time ago big meteorite came and blasted our universes into parallel dimensions Yeah You know what else I think All that fungus out there That is our old king It is true But he is been de - evolved That is right He is been de - evolved into fungus and now he is wreaking his revenge on city Yeah that is us You better get lawyer and get us outta chicken coop Yeah me too You got Let us go Come on Just let me do talking Shut up Boys boys sit down,anger
43,"How's prison? You look like hell. I'm, uh... Larry Lazard, of Lazard, Lazard... Conda, Dactyl, and Cohen. Who sent you? Are you from the city? No, I'm from that, uh, little part of all of us... that can't stand to see someone else in need or pain. Yeah, I'll bet. Wh-Who's this Koopa clown? We gotta talk to that goofball now. I don't think you wanna do that. - Why? - Why not?",35.083,73,How is prison You look like hell I am uh of and Who sent you Are you from city No I am from that uh little part of all of us that can not stand to see someone else in need or pain Yeah I will bet Wh Who is clown We got to talk to goofball now I do not think you want to do that Why Why not,annoyance
44,"- That Koopa clown... - Yeah? is one evil, egg-sucking son of a snake. Now... where is that meteorite piece? The what? - You know what I'm talking about! - Hey, hey, hey! - Ow! - No one touches President Koopa. You're Koopa? Well, you just said you were one... One evil, egg-sucking son of a snake. Did I lie? Take these two plumbers...",34.753,64,clown Yeah is evil egg sucking son of snake Now where is meteorite piece what You know what I am talking about hey hey Ow one touches You are Well you just said you were evil egg sucking son of snake Did I lie Take plumbers,disgust
45,"to the devo chamber. - I'm all right. - Come on. What a lousy chamber... ever since Koopa took over. And you, Koopa! You're a lousy leader! One thing I cannot stand is naysaying. Simon, de-evolve him now. De-evolve. - Cretaceous. - Our old king! You tried to get rid of him, but the king is everywhere. - You can't get rid of him. - See you later, alligator.",34.778999999999996,69,to I am all right Come on What lousy chamber ever since took over And you You are lousy leader thing I can not stand is naysaying de - evolve him now De - evolve Cretaceous Our old king You tried to get rid of him but king is everywhere You can not get rid of him See you later alligator,annoyance
46,"Ever! You may think of evolution as an upward process. Things evolve from primeval slime... up to single-cell organisms... up to... intelligent life. De-evolution, of course, works the opposite way. Back to simpler forms. For instance... even our musical friend, Toad... can become... a loyal child of the royal family. Goombas, ah! - Why'd you do that to him? - Hey, no, no!",37.167,63,Ever You may think of evolution as upward process Things evolve from primeval slime up to single cell organisms up to intelligent life De evolution of course works opposite way Back to simpler forms For instance even our musical friend can become loyal child of royal family ah Why did you do that to him Hey no no,neutral
